method,trial_key,path,filename,suffix,mtime,reason
dof__robust_ossm_ekf,17_0,/home/gongjae/Projects/resPyre/results/cohface_robust_ossm/aux/dof__robust_ossm_ekf/frame_logs/17_0.npz,17_0.npz,0,1773719390.431809,pre_epoch_stale
dof__robust_ossm_ekf,17_1,/home/gongjae/Projects/resPyre/results/cohface_robust_ossm/aux/dof__robust_ossm_ekf/frame_logs/17_1.npz,17_1.npz,0,1773719401.3868194,pre_epoch_stale
dof__robust_ossm_ekf,17_2,/home/gongjae/Projects/resPyre/results/cohface_robust_ossm/aux/dof__robust_ossm_ekf/frame_logs/17_2.npz,17_2.npz,0,1773719412.30783,pre_epoch_stale
dof__robust_ossm_ekf,17_3,/home/gongjae/Projects/resPyre/results/cohface_robust_ossm/aux/dof__robust_ossm_ekf/frame_logs/17_3.npz,17_3.npz,0,1773719423.359841,pre_epoch_stale
dof__robust_ossm_ekf,18_0,/home/gongjae/Projects/resPyre/results/cohface_robust_ossm/aux/dof__robust_ossm_ekf/frame_logs/18_0.npz,18_0.npz,0,1773719434.4888527,pre_epoch_stale
dof__robust_ossm_ekf,18_1,/home/gongjae/Projects/resPyre/results/cohface_robust_ossm/aux/dof__robust_ossm_ekf/frame_logs/18_1.npz,18_1.npz,0,1773719445.6158645,pre_epoch_stale
dof__robust_ossm_ekf,18_2,/home/gongjae/Projects/resPyre/results/cohface_robust_ossm/aux/dof__robust_ossm_ekf/frame_logs/18_2.npz,18_2.npz,0,1773719456.7258763,pre_epoch_stale
dof__robust_ossm_ekf,18_3,/home/gongjae/Projects/resPyre/results/cohface_robust_ossm/aux/dof__robust_ossm_ekf/frame_logs/18_3.npz,18_3.npz,0,1773719467.8558886,pre_epoch_stale
dof__robust_ossm_ekf,19_0,/home/gongjae/Projects/resPyre/results/cohface_robust_ossm/aux/dof__robust_ossm_ekf/frame_logs/19_0.npz,19_0.npz,0,1773719478.8199008,pre_epoch_stale
dof__robust_ossm_ekf,19_1,/home/gongjae/Projects/resPyre/results/cohface_robust_ossm/aux/dof__robust_ossm_ekf/frame_logs/19_1.npz,19_1.npz,0,1773719489.6589131,pre_epoch_stale
dof__robust_ossm_ekf,19_2,/home/gongjae/Projects/resPyre/results/cohface_robust_ossm/aux/dof__robust_ossm_ekf/frame_logs/19_2.npz,19_2.npz,0,1773719500.4769258,pre_epoch_stale
dof__robust_ossm_ekf,19_3,/home/gongjae/Projects/resPyre/results/cohface_robust_ossm/aux/dof__robust_ossm_ekf/frame_logs/19_3.npz,19_3.npz,0,1773719511.3509386,pre_epoch_stale
dof__robust_ossm_ekf,1_0,/home/gongjae/Projects/resPyre/results/cohface_robust_ossm/aux/dof__robust_ossm_ekf/frame_logs/1_0.npz,1_0.npz,0,1773718683.2578783,pre_epoch_stale
dof__robust_ossm_ekf,1_1,/home/gongjae/Projects/resPyre/results/cohface_robust_ossm/aux/dof__robust_ossm_ekf/frame_logs/1_1.npz,1_1.npz,0,1773718694.1849017,pre_epoch_stale
dof__robust_ossm_ekf,1_2,/home/gongjae/Projects/resPyre/results/cohface_robust_ossm/aux/dof__robust_ossm_ekf/frame_logs/1_2.npz,1_2.npz,0,1773718705.109925,pre_epoch_stale
dof__robust_ossm_ekf,1_3,/home/gongjae/Projects/resPyre/results/cohface_robust_ossm/aux/dof__robust_ossm_ekf/frame_logs/1_3.npz,1_3.npz,0,1773718716.0759485,pre_epoch_stale
dof__robust_ossm_ekf,20_0,/home/gongjae/Projects/resPyre/results/cohface_robust_ossm/aux/dof__robust_ossm_ekf/frame_logs/20_0.npz,20_0.npz,0,1773719522.2159517,pre_epoch_stale
dof__robust_ossm_ekf,20_1,/home/gongjae/Projects/resPyre/results/cohface_robust_ossm/aux/dof__robust_ossm_ekf/frame_logs/20_1.npz,20_1.npz,0,1773719533.070965,pre_epoch_stale
dof__robust_ossm_ekf,20_2,/home/gongjae/Projects/resPyre/results/cohface_robust_ossm/aux/dof__robust_ossm_ekf/frame_logs/20_2.npz,20_2.npz,0,1773719543.9279785,pre_epoch_stale
dof__robust_ossm_ekf,20_3,/home/gongjae/Projects/resPyre/results/cohface_robust_ossm/aux/dof__robust_ossm_ekf/frame_logs/20_3.npz,20_3.npz,0,1773719554.763992,pre_epoch_stale
dof__robust_ossm_ekf,21_0,/home/gongjae/Projects/resPyre/results/cohface_robust_ossm/aux/dof__robust_ossm_ekf/frame_logs/21_0.npz,21_0.npz,0,1773719565.6140058,pre_epoch_stale
dof__robust_ossm_ekf,21_1,/home/gongjae/Projects/resPyre/results/cohface_robust_ossm/aux/dof__robust_ossm_ekf/frame_logs/21_1.npz,21_1.npz,0,1773719576.4170198,pre_epoch_stale
dof__robust_ossm_ekf,21_2,/home/gongjae/Projects/resPyre/results/cohface_robust_ossm/aux/dof__robust_ossm_ekf/frame_logs/21_2.npz,21_2.npz,0,1773719587.194034,pre_epoch_stale
dof__robust_ossm_ekf,21_3,/home/gongjae/Projects/resPyre/results/cohface_robust_ossm/aux/dof__robust_ossm_ekf/frame_logs/21_3.npz,21_3.npz,0,1773719597.8650482,pre_epoch_stale
dof__robust_ossm_ekf,22_0,/home/gongjae/Projects/resPyre/results/cohface_robust_ossm/aux/dof__robust_ossm_ekf/frame_logs/22_0.npz,22_0.npz,0,1773719608.7320628,pre_epoch_stale
dof__robust_ossm_ekf,22_1,/home/gongjae/Projects/resPyre/results/cohface_robust_ossm/aux/dof__robust_ossm_ekf/frame_logs/22_1.npz,22_1.npz,0,1773719619.5540774,pre_epoch_stale
dof__robust_ossm_ekf,22_2,/home/gongjae/Projects/resPyre/results/cohface_robust_ossm/aux/dof__robust_ossm_ekf/frame_logs/22_2.npz,22_2.npz,0,1773719630.3940923,pre_epoch_stale
dof__robust_ossm_ekf,22_3,/home/gongjae/Projects/resPyre/results/cohface_robust_ossm/aux/dof__robust_ossm_ekf/frame_logs/22_3.npz,22_3.npz,0,1773719641.3081076,pre_epoch_stale
dof__robust_ossm_ekf,23_0,/home/gongjae/Projects/resPyre/results/cohface_robust_ossm/aux/dof__robust_ossm_ekf/frame_logs/23_0.npz,23_0.npz,0,1773719652.0791228,pre_epoch_stale
dof__robust_ossm_ekf,23_1,/home/gongjae/Projects/resPyre/results/cohface_robust_ossm/aux/dof__robust_ossm_ekf/frame_logs/23_1.npz,23_1.npz,0,1773719662.9881382,pre_epoch_stale
dof__robust_ossm_ekf,23_2,/home/gongjae/Projects/resPyre/results/cohface_robust_ossm/aux/dof__robust_ossm_ekf/frame_logs/23_2.npz,23_2.npz,0,1773719673.7611537,pre_epoch_stale
dof__robust_ossm_ekf,23_3,/home/gongjae/Projects/resPyre/results/cohface_robust_ossm/aux/dof__robust_ossm_ekf/frame_logs/23_3.npz,23_3.npz,0,1773719684.6201694,pre_epoch_stale
dof__robust_ossm_ekf,24_0,/home/gongjae/Projects/resPyre/results/cohface_robust_ossm/aux/dof__robust_ossm_ekf/frame_logs/24_0.npz,24_0.npz,0,1773719695.5491855,pre_epoch_stale
dof__robust_ossm_ekf,24_1,/home/gongjae/Projects/resPyre/results/cohface_robust_ossm/aux/dof__robust_ossm_ekf/frame_logs/24_1.npz,24_1.npz,0,1773719706.5802019,pre_epoch_stale
dof__robust_ossm_ekf,24_2,/home/gongjae/Projects/resPyre/results/cohface_robust_ossm/aux/dof__robust_ossm_ekf/frame_logs/24_2.npz,24_2.npz,0,1773719717.7202184,pre_epoch_stale
dof__robust_ossm_ekf,24_3,/home/gongjae/Projects/resPyre/results/cohface_robust_ossm/aux/dof__robust_ossm_ekf/frame_logs/24_3.npz,24_3.npz,0,1773719728.5692348,pre_epoch_stale
dof__robust_ossm_ekf,25_0,/home/gongjae/Projects/resPyre/results/cohface_robust_ossm/aux/dof__robust_ossm_ekf/frame_logs/25_0.npz,25_0.npz,0,1773719739.5142515,pre_epoch_stale
dof__robust_ossm_ekf,25_1,/home/gongjae/Projects/resPyre/results/cohface_robust_ossm/aux/dof__robust_ossm_ekf/frame_logs/25_1.npz,25_1.npz,0,1773719750.5362682,pre_epoch_stale
dof__robust_ossm_ekf,25_2,/home/gongjae/Projects/resPyre/results/cohface_robust_ossm/aux/dof__robust_ossm_ekf/frame_logs/25_2.npz,25_2.npz,0,1773719761.5502853,pre_epoch_stale
dof__robust_ossm_ekf,25_3,/home/gongjae/Projects/resPyre/results/cohface_robust_ossm/aux/dof__robust_ossm_ekf/frame_logs/25_3.npz,25_3.npz,0,1773719772.5183024,pre_epoch_stale
dof__robust_ossm_ekf,26_0,/home/gongjae/Projects/resPyre/results/cohface_robust_ossm/aux/dof__robust_ossm_ekf/frame_logs/26_0.npz,26_0.npz,0,1773719783.5673196,pre_epoch_stale
dof__robust_ossm_ekf,26_1,/home/gongjae/Projects/resPyre/results/cohface_robust_ossm/aux/dof__robust_ossm_ekf/frame_logs/26_1.npz,26_1.npz,0,1773719794.6843374,pre_epoch_stale
dof__robust_ossm_ekf,26_2,/home/gongjae/Projects/resPyre/results/cohface_robust_ossm/aux/dof__robust_ossm_ekf/frame_logs/26_2.npz,26_2.npz,0,1773719805.769355,pre_epoch_stale
dof__robust_ossm_ekf,26_3,/home/gongjae/Projects/resPyre/results/cohface_robust_ossm/aux/dof__robust_ossm_ekf/frame_logs/26_3.npz,26_3.npz,0,1773719816.8933728,pre_epoch_stale
dof__robust_ossm_ekf,27_0,/home/gongjae/Projects/resPyre/results/cohface_robust_ossm/aux/dof__robust_ossm_ekf/frame_logs/27_0.npz,27_0.npz,0,1773719827.9323907,pre_epoch_stale
dof__robust_ossm_ekf,27_1,/home/gongjae/Projects/resPyre/results/cohface_robust_ossm/aux/dof__robust_ossm_ekf/frame_logs/27_1.npz,27_1.npz,0,1773719839.1534088,pre_epoch_stale
dof__robust_ossm_ekf,27_2,/home/gongjae/Projects/resPyre/results/cohface_robust_ossm/aux/dof__robust_ossm_ekf/frame_logs/27_2.npz,27_2.npz,0,1773719850.255427,pre_epoch_stale
dof__robust_ossm_ekf,27_3,/home/gongjae/Projects/resPyre/results/cohface_robust_ossm/aux/dof__robust_ossm_ekf/frame_logs/27_3.npz,27_3.npz,0,1773719861.4134455,pre_epoch_stale
dof__robust_ossm_ekf,28_0,/home/gongjae/Projects/resPyre/results/cohface_robust_ossm/aux/dof__robust_ossm_ekf/frame_logs/28_0.npz,28_0.npz,0,1773719872.650464,pre_epoch_stale
dof__robust_ossm_ekf,28_1,/home/gongjae/Projects/resPyre/results/cohface_robust_ossm/aux/dof__robust_ossm_ekf/frame_logs/28_1.npz,28_1.npz,0,1773719883.7474825,pre_epoch_stale
dof__robust_ossm_ekf,28_2,/home/gongjae/Projects/resPyre/results/cohface_robust_ossm/aux/dof__robust_ossm_ekf/frame_logs/28_2.npz,28_2.npz,0,1773719894.8955011,pre_epoch_stale
dof__robust_ossm_ekf,28_3,/home/gongjae/Projects/resPyre/results/cohface_robust_ossm/aux/dof__robust_ossm_ekf/frame_logs/28_3.npz,28_3.npz,0,1773719905.9965198,pre_epoch_stale
dof__robust_ossm_ekf,29_0,/home/gongjae/Projects/resPyre/results/cohface_robust_ossm/aux/dof__robust_ossm_ekf/frame_logs/29_0.npz,29_0.npz,0,1773719921.5105462,pre_epoch_stale
dof__robust_ossm_ekf,29_1,/home/gongjae/Projects/resPyre/results/cohface_robust_ossm/aux/dof__robust_ossm_ekf/frame_logs/29_1.npz,29_1.npz,0,1773719936.9575727,pre_epoch_stale
dof__robust_ossm_ekf,29_2,/home/gongjae/Projects/resPyre/results/cohface_robust_ossm/aux/dof__robust_ossm_ekf/frame_logs/29_2.npz,29_2.npz,0,1773719948.179592,pre_epoch_stale
dof__robust_ossm_ekf,29_3,/home/gongjae/Projects/resPyre/results/cohface_robust_ossm/aux/dof__robust_ossm_ekf/frame_logs/29_3.npz,29_3.npz,0,1773719959.815612,pre_epoch_stale
dof__robust_ossm_ekf,2_0,/home/gongjae/Projects/resPyre/results/cohface_robust_ossm/aux/dof__robust_ossm_ekf/frame_logs/2_0.npz,2_0.npz,0,1773718726.9389718,pre_epoch_stale
dof__robust_ossm_ekf,2_1,/home/gongjae/Projects/resPyre/results/cohface_robust_ossm/aux/dof__robust_ossm_ekf/frame_logs/2_1.npz,2_1.npz,0,1773718737.752995,pre_epoch_stale
dof__robust_ossm_ekf,2_2,/home/gongjae/Projects/resPyre/results/cohface_robust_ossm/aux/dof__robust_ossm_ekf/frame_logs/2_2.npz,2_2.npz,0,1773718748.6900187,pre_epoch_stale
dof__robust_ossm_ekf,2_3,/home/gongjae/Projects/resPyre/results/cohface_robust_ossm/aux/dof__robust_ossm_ekf/frame_logs/2_3.npz,2_3.npz,0,1773718759.6320422,pre_epoch_stale
dof__robust_ossm_ekf,30_0,/home/gongjae/Projects/resPyre/results/cohface_robust_ossm/aux/dof__robust_ossm_ekf/frame_logs/30_0.npz,30_0.npz,0,1773719971.310632,pre_epoch_stale
dof__robust_ossm_ekf,30_1,/home/gongjae/Projects/resPyre/results/cohface_robust_ossm/aux/dof__robust_ossm_ekf/frame_logs/30_1.npz,30_1.npz,0,1773719982.3606513,pre_epoch_stale
dof__robust_ossm_ekf,30_2,/home/gongjae/Projects/resPyre/results/cohface_robust_ossm/aux/dof__robust_ossm_ekf/frame_logs/30_2.npz,30_2.npz,0,1773719993.4166706,pre_epoch_stale
dof__robust_ossm_ekf,30_3,/home/gongjae/Projects/resPyre/results/cohface_robust_ossm/aux/dof__robust_ossm_ekf/frame_logs/30_3.npz,30_3.npz,0,1773720004.38869,pre_epoch_stale
dof__robust_ossm_ekf,31_0,/home/gongjae/Projects/resPyre/results/cohface_robust_ossm/aux/dof__robust_ossm_ekf/frame_logs/31_0.npz,31_0.npz,0,1773720015.5057096,pre_epoch_stale
dof__robust_ossm_ekf,31_1,/home/gongjae/Projects/resPyre/results/cohface_robust_ossm/aux/dof__robust_ossm_ekf/frame_logs/31_1.npz,31_1.npz,0,1773720026.7107296,pre_epoch_stale
dof__robust_ossm_ekf,31_2,/home/gongjae/Projects/resPyre/results/cohface_robust_ossm/aux/dof__robust_ossm_ekf/frame_logs/31_2.npz,31_2.npz,0,1773720037.9277496,pre_epoch_stale
dof__robust_ossm_ekf,31_3,/home/gongjae/Projects/resPyre/results/cohface_robust_ossm/aux/dof__robust_ossm_ekf/frame_logs/31_3.npz,31_3.npz,0,1773720049.0977695,pre_epoch_stale
dof__robust_ossm_ekf,32_0,/home/gongjae/Projects/resPyre/results/cohface_robust_ossm/aux/dof__robust_ossm_ekf/frame_logs/32_0.npz,32_0.npz,0,1773720059.9747891,pre_epoch_stale
dof__robust_ossm_ekf,32_1,/home/gongjae/Projects/resPyre/results/cohface_robust_ossm/aux/dof__robust_ossm_ekf/frame_logs/32_1.npz,32_1.npz,0,1773720070.7368085,pre_epoch_stale
dof__robust_ossm_ekf,32_2,/home/gongjae/Projects/resPyre/results/cohface_robust_ossm/aux/dof__robust_ossm_ekf/frame_logs/32_2.npz,32_2.npz,0,1773720081.7048285,pre_epoch_stale
dof__robust_ossm_ekf,32_3,/home/gongjae/Projects/resPyre/results/cohface_robust_ossm/aux/dof__robust_ossm_ekf/frame_logs/32_3.npz,32_3.npz,0,1773720092.6938484,pre_epoch_stale
dof__robust_ossm_ekf,33_0,/home/gongjae/Projects/resPyre/results/cohface_robust_ossm/aux/dof__robust_ossm_ekf/frame_logs/33_0.npz,33_0.npz,0,1773720103.7488687,pre_epoch_stale
dof__robust_ossm_ekf,33_1,/home/gongjae/Projects/resPyre/results/cohface_robust_ossm/aux/dof__robust_ossm_ekf/frame_logs/33_1.npz,33_1.npz,0,1773720114.8488889,pre_epoch_stale
dof__robust_ossm_ekf,33_2,/home/gongjae/Projects/resPyre/results/cohface_robust_ossm/aux/dof__robust_ossm_ekf/frame_logs/33_2.npz,33_2.npz,0,1773720125.9189093,pre_epoch_stale
dof__robust_ossm_ekf,33_3,/home/gongjae/Projects/resPyre/results/cohface_robust_ossm/aux/dof__robust_ossm_ekf/frame_logs/33_3.npz,33_3.npz,0,1773720136.7999294,pre_epoch_stale
dof__robust_ossm_ekf,34_0,/home/gongjae/Projects/resPyre/results/cohface_robust_ossm/aux/dof__robust_ossm_ekf/frame_logs/34_0.npz,34_0.npz,0,1773720147.8199496,pre_epoch_stale
dof__robust_ossm_ekf,34_1,/home/gongjae/Projects/resPyre/results/cohface_robust_ossm/aux/dof__robust_ossm_ekf/frame_logs/34_1.npz,34_1.npz,0,1773720158.81397,pre_epoch_stale
dof__robust_ossm_ekf,34_2,/home/gongjae/Projects/resPyre/results/cohface_robust_ossm/aux/dof__robust_ossm_ekf/frame_logs/34_2.npz,34_2.npz,0,1773720169.8409905,pre_epoch_stale
dof__robust_ossm_ekf,34_3,/home/gongjae/Projects/resPyre/results/cohface_robust_ossm/aux/dof__robust_ossm_ekf/frame_logs/34_3.npz,34_3.npz,0,1773720180.9140112,pre_epoch_stale
dof__robust_ossm_ekf,35_0,/home/gongjae/Projects/resPyre/results/cohface_robust_ossm/aux/dof__robust_ossm_ekf/frame_logs/35_0.npz,35_0.npz,0,1773720192.0860322,pre_epoch_stale
dof__robust_ossm_ekf,35_1,/home/gongjae/Projects/resPyre/results/cohface_robust_ossm/aux/dof__robust_ossm_ekf/frame_logs/35_1.npz,35_1.npz,0,1773720203.176053,pre_epoch_stale
dof__robust_ossm_ekf,35_2,/home/gongjae/Projects/resPyre/results/cohface_robust_ossm/aux/dof__robust_ossm_ekf/frame_logs/35_2.npz,35_2.npz,0,1773720214.2510738,pre_epoch_stale
dof__robust_ossm_ekf,35_3,/home/gongjae/Projects/resPyre/results/cohface_robust_ossm/aux/dof__robust_ossm_ekf/frame_logs/35_3.npz,35_3.npz,0,1773720225.502095,pre_epoch_stale
dof__robust_ossm_ekf,36_0,/home/gongjae/Projects/resPyre/results/cohface_robust_ossm/aux/dof__robust_ossm_ekf/frame_logs/36_0.npz,36_0.npz,0,1773720236.7901165,pre_epoch_stale
dof__robust_ossm_ekf,36_1,/home/gongjae/Projects/resPyre/results/cohface_robust_ossm/aux/dof__robust_ossm_ekf/frame_logs/36_1.npz,36_1.npz,0,1773720247.8381374,pre_epoch_stale
dof__robust_ossm_ekf,36_2,/home/gongjae/Projects/resPyre/results/cohface_robust_ossm/aux/dof__robust_ossm_ekf/frame_logs/36_2.npz,36_2.npz,0,1773720258.8571584,pre_epoch_stale
dof__robust_ossm_ekf,3_0,/home/gongjae/Projects/resPyre/results/cohface_robust_ossm/aux/dof__robust_ossm_ekf/frame_logs/3_0.npz,3_0.npz,0,1773718770.512066,pre_epoch_stale
dof__robust_ossm_ekf,3_1,/home/gongjae/Projects/resPyre/results/cohface_robust_ossm/aux/dof__robust_ossm_ekf/frame_logs/3_1.npz,3_1.npz,0,1773718781.5990899,pre_epoch_stale
dof__robust_ossm_ekf,3_2,/home/gongjae/Projects/resPyre/results/cohface_robust_ossm/aux/dof__robust_ossm_ekf/frame_logs/3_2.npz,3_2.npz,0,1773718792.5231137,pre_epoch_stale
dof__robust_ossm_ekf,3_3,/home/gongjae/Projects/resPyre/results/cohface_robust_ossm/aux/dof__robust_ossm_ekf/frame_logs/3_3.npz,3_3.npz,0,1773718803.4021375,pre_epoch_stale
dof__robust_ossm_ekf,4_0,/home/gongjae/Projects/resPyre/results/cohface_robust_ossm/aux/dof__robust_ossm_ekf/frame_logs/4_0.npz,4_0.npz,0,1773718814.2941613,pre_epoch_stale
dof__robust_ossm_ekf,4_1,/home/gongjae/Projects/resPyre/results/cohface_robust_ossm/aux/dof__robust_ossm_ekf/frame_logs/4_1.npz,4_1.npz,0,1773718825.124185,pre_epoch_stale
dof__robust_ossm_ekf,4_2,/home/gongjae/Projects/resPyre/results/cohface_robust_ossm/aux/dof__robust_ossm_ekf/frame_logs/4_2.npz,4_2.npz,0,1773718835.9382088,pre_epoch_stale
dof__robust_ossm_ekf,4_3,/home/gongjae/Projects/resPyre/results/cohface_robust_ossm/aux/dof__robust_ossm_ekf/frame_logs/4_3.npz,4_3.npz,0,1773718846.7412326,pre_epoch_stale
dof__robust_ossm_ekf,5_0,/home/gongjae/Projects/resPyre/results/cohface_robust_ossm/aux/dof__robust_ossm_ekf/frame_logs/5_0.npz,5_0.npz,0,1773718857.6142566,pre_epoch_stale
dof__robust_ossm_ekf,5_1,/home/gongjae/Projects/resPyre/results/cohface_robust_ossm/aux/dof__robust_ossm_ekf/frame_logs/5_1.npz,5_1.npz,0,1773718868.5412807,pre_epoch_stale
dof__robust_ossm_ekf,5_2,/home/gongjae/Projects/resPyre/results/cohface_robust_ossm/aux/dof__robust_ossm_ekf/frame_logs/5_2.npz,5_2.npz,0,1773718879.479305,pre_epoch_stale
dof__robust_ossm_ekf,5_3,/home/gongjae/Projects/resPyre/results/cohface_robust_ossm/aux/dof__robust_ossm_ekf/frame_logs/5_3.npz,5_3.npz,0,1773718890.358329,pre_epoch_stale
dof__robust_ossm_ekf,6_0,/home/gongjae/Projects/resPyre/results/cohface_robust_ossm/aux/dof__robust_ossm_ekf/frame_logs/6_0.npz,6_0.npz,0,1773718901.091353,pre_epoch_stale
dof__robust_ossm_ekf,6_1,/home/gongjae/Projects/resPyre/results/cohface_robust_ossm/aux/dof__robust_ossm_ekf/frame_logs/6_1.npz,6_1.npz,0,1773718911.963377,pre_epoch_stale
dof__robust_ossm_ekf,6_2,/home/gongjae/Projects/resPyre/results/cohface_robust_ossm/aux/dof__robust_ossm_ekf/frame_logs/6_2.npz,6_2.npz,0,1773718922.762401,pre_epoch_stale
dof__robust_ossm_ekf,6_3,/home/gongjae/Projects/resPyre/results/cohface_robust_ossm/aux/dof__robust_ossm_ekf/frame_logs/6_3.npz,6_3.npz,0,1773718933.464425,pre_epoch_stale
