dataset,trial_id,mat_path,n_frames,d_br_peak_bpm,duration_sec_assumed,fps_assumed,read_error
SCAMPS,P000030,dataset/SCAMPS/scamps_videos/P000030.mat,,,,30.000000,"FileNotFoundError: [Errno 2] Unable to synchronously open file (unable to open file: name = 'dataset/SCAMPS/scamps_videos/P000030.mat', errno = 2, error message = 'No such file or directory', flags = 0, o_flags = 0)"
SCAMPS,P000031,dataset/SCAMPS/scamps_videos/P000031.mat,,,,30.000000,"FileNotFoundError: [Errno 2] Unable to synchronously open file (unable to open file: name = 'dataset/SCAMPS/scamps_videos/P000031.mat', errno = 2, error message = 'No such file or directory', flags = 0, o_flags = 0)"
SCAMPS,P000032,dataset/SCAMPS/scamps_videos/P000032.mat,,,,30.000000,"FileNotFoundError: [Errno 2] Unable to synchronously open file (unable to open file: name = 'dataset/SCAMPS/scamps_videos/P000032.mat', errno = 2, error message = 'No such file or directory', flags = 0, o_flags = 0)"
SCAMPS,P000033,dataset/SCAMPS/scamps_videos/P000033.mat,,,,30.000000,"FileNotFoundError: [Errno 2] Unable to synchronously open file (unable to open file: name = 'dataset/SCAMPS/scamps_videos/P000033.mat', errno = 2, error message = 'No such file or directory', flags = 0, o_flags = 0)"
SCAMPS,P000034,dataset/SCAMPS/scamps_videos/P000034.mat,,,,30.000000,"FileNotFoundError: [Errno 2] Unable to synchronously open file (unable to open file: name = 'dataset/SCAMPS/scamps_videos/P000034.mat', errno = 2, error message = 'No such file or directory', flags = 0, o_flags = 0)"
SCAMPS,P000035,dataset/SCAMPS/scamps_videos/P000035.mat,,,,30.000000,"FileNotFoundError: [Errno 2] Unable to synchronously open file (unable to open file: name = 'dataset/SCAMPS/scamps_videos/P000035.mat', errno = 2, error message = 'No such file or directory', flags = 0, o_flags = 0)"
SCAMPS,P000036,dataset/SCAMPS/scamps_videos/P000036.mat,,,,30.000000,"FileNotFoundError: [Errno 2] Unable to synchronously open file (unable to open file: name = 'dataset/SCAMPS/scamps_videos/P000036.mat', errno = 2, error message = 'No such file or directory', flags = 0, o_flags = 0)"
SCAMPS,P000037,dataset/SCAMPS/scamps_videos/P000037.mat,,,,30.000000,"FileNotFoundError: [Errno 2] Unable to synchronously open file (unable to open file: name = 'dataset/SCAMPS/scamps_videos/P000037.mat', errno = 2, error message = 'No such file or directory', flags = 0, o_flags = 0)"
SCAMPS,P000038,dataset/SCAMPS/scamps_videos/P000038.mat,,,,30.000000,"FileNotFoundError: [Errno 2] Unable to synchronously open file (unable to open file: name = 'dataset/SCAMPS/scamps_videos/P000038.mat', errno = 2, error message = 'No such file or directory', flags = 0, o_flags = 0)"
SCAMPS,P000039,dataset/SCAMPS/scamps_videos/P000039.mat,,,,30.000000,"FileNotFoundError: [Errno 2] Unable to synchronously open file (unable to open file: name = 'dataset/SCAMPS/scamps_videos/P000039.mat', errno = 2, error message = 'No such file or directory', flags = 0, o_flags = 0)"
SCAMPS,P000040,dataset/SCAMPS/scamps_videos/P000040.mat,,,,30.000000,"FileNotFoundError: [Errno 2] Unable to synchronously open file (unable to open file: name = 'dataset/SCAMPS/scamps_videos/P000040.mat', errno = 2, error message = 'No such file or directory', flags = 0, o_flags = 0)"
SCAMPS,P000041,dataset/SCAMPS/scamps_videos/P000041.mat,,,,30.000000,"FileNotFoundError: [Errno 2] Unable to synchronously open file (unable to open file: name = 'dataset/SCAMPS/scamps_videos/P000041.mat', errno = 2, error message = 'No such file or directory', flags = 0, o_flags = 0)"
SCAMPS,P000042,dataset/SCAMPS/scamps_videos/P000042.mat,,,,30.000000,"FileNotFoundError: [Errno 2] Unable to synchronously open file (unable to open file: name = 'dataset/SCAMPS/scamps_videos/P000042.mat', errno = 2, error message = 'No such file or directory', flags = 0, o_flags = 0)"
SCAMPS,P000043,dataset/SCAMPS/scamps_videos/P000043.mat,,,,30.000000,"FileNotFoundError: [Errno 2] Unable to synchronously open file (unable to open file: name = 'dataset/SCAMPS/scamps_videos/P000043.mat', errno = 2, error message = 'No such file or directory', flags = 0, o_flags = 0)"
SCAMPS,P000044,dataset/SCAMPS/scamps_videos/P000044.mat,,,,30.000000,"FileNotFoundError: [Errno 2] Unable to synchronously open file (unable to open file: name = 'dataset/SCAMPS/scamps_videos/P000044.mat', errno = 2, error message = 'No such file or directory', flags = 0, o_flags = 0)"
SCAMPS,P000045,dataset/SCAMPS/scamps_videos/P000045.mat,,,,30.000000,"FileNotFoundError: [Errno 2] Unable to synchronously open file (unable to open file: name = 'dataset/SCAMPS/scamps_videos/P000045.mat', errno = 2, error message = 'No such file or directory', flags = 0, o_flags = 0)"
SCAMPS,P000046,dataset/SCAMPS/scamps_videos/P000046.mat,,,,30.000000,"FileNotFoundError: [Errno 2] Unable to synchronously open file (unable to open file: name = 'dataset/SCAMPS/scamps_videos/P000046.mat', errno = 2, error message = 'No such file or directory', flags = 0, o_flags = 0)"
SCAMPS,P000047,dataset/SCAMPS/scamps_videos/P000047.mat,,,,30.000000,"FileNotFoundError: [Errno 2] Unable to synchronously open file (unable to open file: name = 'dataset/SCAMPS/scamps_videos/P000047.mat', errno = 2, error message = 'No such file or directory', flags = 0, o_flags = 0)"
SCAMPS,P000048,dataset/SCAMPS/scamps_videos/P000048.mat,,,,30.000000,"FileNotFoundError: [Errno 2] Unable to synchronously open file (unable to open file: name = 'dataset/SCAMPS/scamps_videos/P000048.mat', errno = 2, error message = 'No such file or directory', flags = 0, o_flags = 0)"
SCAMPS,P000049,dataset/SCAMPS/scamps_videos/P000049.mat,,,,30.000000,"FileNotFoundError: [Errno 2] Unable to synchronously open file (unable to open file: name = 'dataset/SCAMPS/scamps_videos/P000049.mat', errno = 2, error message = 'No such file or directory', flags = 0, o_flags = 0)"
SCAMPS,P000050,dataset/SCAMPS/scamps_videos/P000050.mat,,,,30.000000,"FileNotFoundError: [Errno 2] Unable to synchronously open file (unable to open file: name = 'dataset/SCAMPS/scamps_videos/P000050.mat', errno = 2, error message = 'No such file or directory', flags = 0, o_flags = 0)"
SCAMPS,P000051,dataset/SCAMPS/scamps_videos/P000051.mat,,,,30.000000,"FileNotFoundError: [Errno 2] Unable to synchronously open file (unable to open file: name = 'dataset/SCAMPS/scamps_videos/P000051.mat', errno = 2, error message = 'No such file or directory', flags = 0, o_flags = 0)"
SCAMPS,P000052,dataset/SCAMPS/scamps_videos/P000052.mat,,,,30.000000,"FileNotFoundError: [Errno 2] Unable to synchronously open file (unable to open file: name = 'dataset/SCAMPS/scamps_videos/P000052.mat', errno = 2, error message = 'No such file or directory', flags = 0, o_flags = 0)"
SCAMPS,P000053,dataset/SCAMPS/scamps_videos/P000053.mat,,,,30.000000,"FileNotFoundError: [Errno 2] Unable to synchronously open file (unable to open file: name = 'dataset/SCAMPS/scamps_videos/P000053.mat', errno = 2, error message = 'No such file or directory', flags = 0, o_flags = 0)"
SCAMPS,P000054,dataset/SCAMPS/scamps_videos/P000054.mat,,,,30.000000,"FileNotFoundError: [Errno 2] Unable to synchronously open file (unable to open file: name = 'dataset/SCAMPS/scamps_videos/P000054.mat', errno = 2, error message = 'No such file or directory', flags = 0, o_flags = 0)"
SCAMPS,P000055,dataset/SCAMPS/scamps_videos/P000055.mat,,,,30.000000,"FileNotFoundError: [Errno 2] Unable to synchronously open file (unable to open file: name = 'dataset/SCAMPS/scamps_videos/P000055.mat', errno = 2, error message = 'No such file or directory', flags = 0, o_flags = 0)"
SCAMPS,P000056,dataset/SCAMPS/scamps_videos/P000056.mat,,,,30.000000,"FileNotFoundError: [Errno 2] Unable to synchronously open file (unable to open file: name = 'dataset/SCAMPS/scamps_videos/P000056.mat', errno = 2, error message = 'No such file or directory', flags = 0, o_flags = 0)"
SCAMPS,P000057,dataset/SCAMPS/scamps_videos/P000057.mat,,,,30.000000,"FileNotFoundError: [Errno 2] Unable to synchronously open file (unable to open file: name = 'dataset/SCAMPS/scamps_videos/P000057.mat', errno = 2, error message = 'No such file or directory', flags = 0, o_flags = 0)"
SCAMPS,P000058,dataset/SCAMPS/scamps_videos/P000058.mat,,,,30.000000,"FileNotFoundError: [Errno 2] Unable to synchronously open file (unable to open file: name = 'dataset/SCAMPS/scamps_videos/P000058.mat', errno = 2, error message = 'No such file or directory', flags = 0, o_flags = 0)"
SCAMPS,P000059,dataset/SCAMPS/scamps_videos/P000059.mat,,,,30.000000,"FileNotFoundError: [Errno 2] Unable to synchronously open file (unable to open file: name = 'dataset/SCAMPS/scamps_videos/P000059.mat', errno = 2, error message = 'No such file or directory', flags = 0, o_flags = 0)"
SCAMPS,P000060,dataset/SCAMPS/scamps_videos/P000060.mat,,,,30.000000,"FileNotFoundError: [Errno 2] Unable to synchronously open file (unable to open file: name = 'dataset/SCAMPS/scamps_videos/P000060.mat', errno = 2, error message = 'No such file or directory', flags = 0, o_flags = 0)"
SCAMPS,P000061,dataset/SCAMPS/scamps_videos/P000061.mat,,,,30.000000,"FileNotFoundError: [Errno 2] Unable to synchronously open file (unable to open file: name = 'dataset/SCAMPS/scamps_videos/P000061.mat', errno = 2, error message = 'No such file or directory', flags = 0, o_flags = 0)"
SCAMPS,P000062,dataset/SCAMPS/scamps_videos/P000062.mat,,,,30.000000,"FileNotFoundError: [Errno 2] Unable to synchronously open file (unable to open file: name = 'dataset/SCAMPS/scamps_videos/P000062.mat', errno = 2, error message = 'No such file or directory', flags = 0, o_flags = 0)"
SCAMPS,P000063,dataset/SCAMPS/scamps_videos/P000063.mat,,,,30.000000,"FileNotFoundError: [Errno 2] Unable to synchronously open file (unable to open file: name = 'dataset/SCAMPS/scamps_videos/P000063.mat', errno = 2, error message = 'No such file or directory', flags = 0, o_flags = 0)"
SCAMPS,P000064,dataset/SCAMPS/scamps_videos/P000064.mat,,,,30.000000,"FileNotFoundError: [Errno 2] Unable to synchronously open file (unable to open file: name = 'dataset/SCAMPS/scamps_videos/P000064.mat', errno = 2, error message = 'No such file or directory', flags = 0, o_flags = 0)"
SCAMPS,P000065,dataset/SCAMPS/scamps_videos/P000065.mat,,,,30.000000,"FileNotFoundError: [Errno 2] Unable to synchronously open file (unable to open file: name = 'dataset/SCAMPS/scamps_videos/P000065.mat', errno = 2, error message = 'No such file or directory', flags = 0, o_flags = 0)"
SCAMPS,P000066,dataset/SCAMPS/scamps_videos/P000066.mat,,,,30.000000,"FileNotFoundError: [Errno 2] Unable to synchronously open file (unable to open file: name = 'dataset/SCAMPS/scamps_videos/P000066.mat', errno = 2, error message = 'No such file or directory', flags = 0, o_flags = 0)"
SCAMPS,P000067,dataset/SCAMPS/scamps_videos/P000067.mat,,,,30.000000,"FileNotFoundError: [Errno 2] Unable to synchronously open file (unable to open file: name = 'dataset/SCAMPS/scamps_videos/P000067.mat', errno = 2, error message = 'No such file or directory', flags = 0, o_flags = 0)"
SCAMPS,P000068,dataset/SCAMPS/scamps_videos/P000068.mat,,,,30.000000,"FileNotFoundError: [Errno 2] Unable to synchronously open file (unable to open file: name = 'dataset/SCAMPS/scamps_videos/P000068.mat', errno = 2, error message = 'No such file or directory', flags = 0, o_flags = 0)"
SCAMPS,P000069,dataset/SCAMPS/scamps_videos/P000069.mat,,,,30.000000,"FileNotFoundError: [Errno 2] Unable to synchronously open file (unable to open file: name = 'dataset/SCAMPS/scamps_videos/P000069.mat', errno = 2, error message = 'No such file or directory', flags = 0, o_flags = 0)"
SCAMPS,P000070,dataset/SCAMPS/scamps_videos/P000070.mat,,,,30.000000,"FileNotFoundError: [Errno 2] Unable to synchronously open file (unable to open file: name = 'dataset/SCAMPS/scamps_videos/P000070.mat', errno = 2, error message = 'No such file or directory', flags = 0, o_flags = 0)"
SCAMPS,P000071,dataset/SCAMPS/scamps_videos/P000071.mat,,,,30.000000,"FileNotFoundError: [Errno 2] Unable to synchronously open file (unable to open file: name = 'dataset/SCAMPS/scamps_videos/P000071.mat', errno = 2, error message = 'No such file or directory', flags = 0, o_flags = 0)"
SCAMPS,P000072,dataset/SCAMPS/scamps_videos/P000072.mat,,,,30.000000,"FileNotFoundError: [Errno 2] Unable to synchronously open file (unable to open file: name = 'dataset/SCAMPS/scamps_videos/P000072.mat', errno = 2, error message = 'No such file or directory', flags = 0, o_flags = 0)"
SCAMPS,P000073,dataset/SCAMPS/scamps_videos/P000073.mat,,,,30.000000,"FileNotFoundError: [Errno 2] Unable to synchronously open file (unable to open file: name = 'dataset/SCAMPS/scamps_videos/P000073.mat', errno = 2, error message = 'No such file or directory', flags = 0, o_flags = 0)"
SCAMPS,P000074,dataset/SCAMPS/scamps_videos/P000074.mat,,,,30.000000,"FileNotFoundError: [Errno 2] Unable to synchronously open file (unable to open file: name = 'dataset/SCAMPS/scamps_videos/P000074.mat', errno = 2, error message = 'No such file or directory', flags = 0, o_flags = 0)"
SCAMPS,P000075,dataset/SCAMPS/scamps_videos/P000075.mat,,,,30.000000,"FileNotFoundError: [Errno 2] Unable to synchronously open file (unable to open file: name = 'dataset/SCAMPS/scamps_videos/P000075.mat', errno = 2, error message = 'No such file or directory', flags = 0, o_flags = 0)"
SCAMPS,P000076,dataset/SCAMPS/scamps_videos/P000076.mat,,,,30.000000,"FileNotFoundError: [Errno 2] Unable to synchronously open file (unable to open file: name = 'dataset/SCAMPS/scamps_videos/P000076.mat', errno = 2, error message = 'No such file or directory', flags = 0, o_flags = 0)"
SCAMPS,P000077,dataset/SCAMPS/scamps_videos/P000077.mat,,,,30.000000,"FileNotFoundError: [Errno 2] Unable to synchronously open file (unable to open file: name = 'dataset/SCAMPS/scamps_videos/P000077.mat', errno = 2, error message = 'No such file or directory', flags = 0, o_flags = 0)"
SCAMPS,P000078,dataset/SCAMPS/scamps_videos/P000078.mat,,,,30.000000,"FileNotFoundError: [Errno 2] Unable to synchronously open file (unable to open file: name = 'dataset/SCAMPS/scamps_videos/P000078.mat', errno = 2, error message = 'No such file or directory', flags = 0, o_flags = 0)"
SCAMPS,P000079,dataset/SCAMPS/scamps_videos/P000079.mat,,,,30.000000,"FileNotFoundError: [Errno 2] Unable to synchronously open file (unable to open file: name = 'dataset/SCAMPS/scamps_videos/P000079.mat', errno = 2, error message = 'No such file or directory', flags = 0, o_flags = 0)"
SCAMPS,P000080,dataset/SCAMPS/scamps_videos/P000080.mat,,,,30.000000,"FileNotFoundError: [Errno 2] Unable to synchronously open file (unable to open file: name = 'dataset/SCAMPS/scamps_videos/P000080.mat', errno = 2, error message = 'No such file or directory', flags = 0, o_flags = 0)"
SCAMPS,P000081,dataset/SCAMPS/scamps_videos/P000081.mat,,,,30.000000,"FileNotFoundError: [Errno 2] Unable to synchronously open file (unable to open file: name = 'dataset/SCAMPS/scamps_videos/P000081.mat', errno = 2, error message = 'No such file or directory', flags = 0, o_flags = 0)"
SCAMPS,P000082,dataset/SCAMPS/scamps_videos/P000082.mat,,,,30.000000,"FileNotFoundError: [Errno 2] Unable to synchronously open file (unable to open file: name = 'dataset/SCAMPS/scamps_videos/P000082.mat', errno = 2, error message = 'No such file or directory', flags = 0, o_flags = 0)"
SCAMPS,P000083,dataset/SCAMPS/scamps_videos/P000083.mat,,,,30.000000,"FileNotFoundError: [Errno 2] Unable to synchronously open file (unable to open file: name = 'dataset/SCAMPS/scamps_videos/P000083.mat', errno = 2, error message = 'No such file or directory', flags = 0, o_flags = 0)"
SCAMPS,P000084,dataset/SCAMPS/scamps_videos/P000084.mat,,,,30.000000,"FileNotFoundError: [Errno 2] Unable to synchronously open file (unable to open file: name = 'dataset/SCAMPS/scamps_videos/P000084.mat', errno = 2, error message = 'No such file or directory', flags = 0, o_flags = 0)"
SCAMPS,P000085,dataset/SCAMPS/scamps_videos/P000085.mat,,,,30.000000,"FileNotFoundError: [Errno 2] Unable to synchronously open file (unable to open file: name = 'dataset/SCAMPS/scamps_videos/P000085.mat', errno = 2, error message = 'No such file or directory', flags = 0, o_flags = 0)"
SCAMPS,P000086,dataset/SCAMPS/scamps_videos/P000086.mat,,,,30.000000,"FileNotFoundError: [Errno 2] Unable to synchronously open file (unable to open file: name = 'dataset/SCAMPS/scamps_videos/P000086.mat', errno = 2, error message = 'No such file or directory', flags = 0, o_flags = 0)"
SCAMPS,P000087,dataset/SCAMPS/scamps_videos/P000087.mat,,,,30.000000,"FileNotFoundError: [Errno 2] Unable to synchronously open file (unable to open file: name = 'dataset/SCAMPS/scamps_videos/P000087.mat', errno = 2, error message = 'No such file or directory', flags = 0, o_flags = 0)"
SCAMPS,P000088,dataset/SCAMPS/scamps_videos/P000088.mat,,,,30.000000,"FileNotFoundError: [Errno 2] Unable to synchronously open file (unable to open file: name = 'dataset/SCAMPS/scamps_videos/P000088.mat', errno = 2, error message = 'No such file or directory', flags = 0, o_flags = 0)"
SCAMPS,P000089,dataset/SCAMPS/scamps_videos/P000089.mat,,,,30.000000,"FileNotFoundError: [Errno 2] Unable to synchronously open file (unable to open file: name = 'dataset/SCAMPS/scamps_videos/P000089.mat', errno = 2, error message = 'No such file or directory', flags = 0, o_flags = 0)"
SCAMPS,P000090,dataset/SCAMPS/scamps_videos/P000090.mat,,,,30.000000,"FileNotFoundError: [Errno 2] Unable to synchronously open file (unable to open file: name = 'dataset/SCAMPS/scamps_videos/P000090.mat', errno = 2, error message = 'No such file or directory', flags = 0, o_flags = 0)"
SCAMPS,P000091,dataset/SCAMPS/scamps_videos/P000091.mat,,,,30.000000,"FileNotFoundError: [Errno 2] Unable to synchronously open file (unable to open file: name = 'dataset/SCAMPS/scamps_videos/P000091.mat', errno = 2, error message = 'No such file or directory', flags = 0, o_flags = 0)"
SCAMPS,P000092,dataset/SCAMPS/scamps_videos/P000092.mat,,,,30.000000,"FileNotFoundError: [Errno 2] Unable to synchronously open file (unable to open file: name = 'dataset/SCAMPS/scamps_videos/P000092.mat', errno = 2, error message = 'No such file or directory', flags = 0, o_flags = 0)"
SCAMPS,P000093,dataset/SCAMPS/scamps_videos/P000093.mat,,,,30.000000,"FileNotFoundError: [Errno 2] Unable to synchronously open file (unable to open file: name = 'dataset/SCAMPS/scamps_videos/P000093.mat', errno = 2, error message = 'No such file or directory', flags = 0, o_flags = 0)"
SCAMPS,P000094,dataset/SCAMPS/scamps_videos/P000094.mat,,,,30.000000,"FileNotFoundError: [Errno 2] Unable to synchronously open file (unable to open file: name = 'dataset/SCAMPS/scamps_videos/P000094.mat', errno = 2, error message = 'No such file or directory', flags = 0, o_flags = 0)"
SCAMPS,P000095,dataset/SCAMPS/scamps_videos/P000095.mat,,,,30.000000,"FileNotFoundError: [Errno 2] Unable to synchronously open file (unable to open file: name = 'dataset/SCAMPS/scamps_videos/P000095.mat', errno = 2, error message = 'No such file or directory', flags = 0, o_flags = 0)"
SCAMPS,P000096,dataset/SCAMPS/scamps_videos/P000096.mat,,,,30.000000,"FileNotFoundError: [Errno 2] Unable to synchronously open file (unable to open file: name = 'dataset/SCAMPS/scamps_videos/P000096.mat', errno = 2, error message = 'No such file or directory', flags = 0, o_flags = 0)"
SCAMPS,P000097,dataset/SCAMPS/scamps_videos/P000097.mat,,,,30.000000,"FileNotFoundError: [Errno 2] Unable to synchronously open file (unable to open file: name = 'dataset/SCAMPS/scamps_videos/P000097.mat', errno = 2, error message = 'No such file or directory', flags = 0, o_flags = 0)"
SCAMPS,P000098,dataset/SCAMPS/scamps_videos/P000098.mat,,,,30.000000,"FileNotFoundError: [Errno 2] Unable to synchronously open file (unable to open file: name = 'dataset/SCAMPS/scamps_videos/P000098.mat', errno = 2, error message = 'No such file or directory', flags = 0, o_flags = 0)"
