dataset,trial_id,mat_path,mat_exists,has_raw_frames,has_xsub,has_d_br,has_d_ppg,has_d_ekg,n_frames,rawframes_shape,d_br_shape,label_scope,read_error
SCAMPS,P000098,dataset/SCAMPS/scamps_videos/P000098.mat,True,True,True,True,True,True,600,3x320x240x600,600x1,synthetic_waveform_rate,
SCAMPS,P000099,dataset/SCAMPS/scamps_videos/P000099.mat,True,True,True,True,True,True,600,3x320x240x600,600x1,synthetic_waveform_rate,
SCAMPS,P000100,dataset/SCAMPS/scamps_videos/P000100.mat,True,True,True,True,True,True,600,3x320x240x600,600x1,synthetic_waveform_rate,
SCAMPS,P000101,dataset/SCAMPS/scamps_videos/P000101.mat,True,True,True,True,True,True,600,3x320x240x600,600x1,synthetic_waveform_rate,
SCAMPS,P000102,dataset/SCAMPS/scamps_videos/P000102.mat,True,True,True,True,True,True,600,3x320x240x600,600x1,synthetic_waveform_rate,
SCAMPS,P000103,dataset/SCAMPS/scamps_videos/P000103.mat,True,True,True,True,True,True,600,3x320x240x600,600x1,synthetic_waveform_rate,
SCAMPS,P000104,dataset/SCAMPS/scamps_videos/P000104.mat,True,True,True,True,True,True,600,3x320x240x600,600x1,synthetic_waveform_rate,
SCAMPS,P000105,dataset/SCAMPS/scamps_videos/P000105.mat,True,True,True,True,True,True,600,3x320x240x600,600x1,synthetic_waveform_rate,
SCAMPS,P000106,dataset/SCAMPS/scamps_videos/P000106.mat,True,True,True,True,True,True,600,3x320x240x600,600x1,synthetic_waveform_rate,
SCAMPS,P000107,dataset/SCAMPS/scamps_videos/P000107.mat,True,True,True,True,True,True,600,3x320x240x600,600x1,synthetic_waveform_rate,
SCAMPS,P000108,dataset/SCAMPS/scamps_videos/P000108.mat,True,True,True,True,True,True,600,3x320x240x600,600x1,synthetic_waveform_rate,
SCAMPS,P000109,dataset/SCAMPS/scamps_videos/P000109.mat,True,True,True,True,True,True,600,3x320x240x600,600x1,synthetic_waveform_rate,
SCAMPS,P000110,dataset/SCAMPS/scamps_videos/P000110.mat,True,True,True,True,True,True,600,3x320x240x600,600x1,synthetic_waveform_rate,
SCAMPS,P000111,dataset/SCAMPS/scamps_videos/P000111.mat,True,True,True,True,True,True,600,3x320x240x600,600x1,synthetic_waveform_rate,
SCAMPS,P000112,dataset/SCAMPS/scamps_videos/P000112.mat,True,True,True,True,True,True,600,3x320x240x600,600x1,synthetic_waveform_rate,
SCAMPS,P000113,dataset/SCAMPS/scamps_videos/P000113.mat,True,True,True,True,True,True,600,3x320x240x600,600x1,synthetic_waveform_rate,
SCAMPS,P000114,dataset/SCAMPS/scamps_videos/P000114.mat,True,True,True,True,True,True,600,3x320x240x600,600x1,synthetic_waveform_rate,
SCAMPS,P000115,dataset/SCAMPS/scamps_videos/P000115.mat,True,True,True,True,True,True,600,3x320x240x600,600x1,synthetic_waveform_rate,
SCAMPS,P000116,dataset/SCAMPS/scamps_videos/P000116.mat,True,True,True,True,True,True,600,3x320x240x600,600x1,synthetic_waveform_rate,
SCAMPS,P000117,dataset/SCAMPS/scamps_videos/P000117.mat,True,True,True,True,True,True,600,3x320x240x600,600x1,synthetic_waveform_rate,
SCAMPS,P000118,dataset/SCAMPS/scamps_videos/P000118.mat,True,True,True,True,True,True,600,3x320x240x600,600x1,synthetic_waveform_rate,
SCAMPS,P000119,dataset/SCAMPS/scamps_videos/P000119.mat,True,True,True,True,True,True,600,3x320x240x600,600x1,synthetic_waveform_rate,
SCAMPS,P000120,dataset/SCAMPS/scamps_videos/P000120.mat,True,True,True,True,True,True,600,3x320x240x600,600x1,synthetic_waveform_rate,
SCAMPS,P000121,dataset/SCAMPS/scamps_videos/P000121.mat,True,True,True,True,True,True,600,3x320x240x600,600x1,synthetic_waveform_rate,
SCAMPS,P000122,dataset/SCAMPS/scamps_videos/P000122.mat,True,True,True,True,True,True,600,3x320x240x600,600x1,synthetic_waveform_rate,
SCAMPS,P000123,dataset/SCAMPS/scamps_videos/P000123.mat,True,True,True,True,True,True,600,3x320x240x600,600x1,synthetic_waveform_rate,
SCAMPS,P000124,dataset/SCAMPS/scamps_videos/P000124.mat,True,True,True,True,True,True,600,3x320x240x600,600x1,synthetic_waveform_rate,
SCAMPS,P000125,dataset/SCAMPS/scamps_videos/P000125.mat,True,True,True,True,True,True,600,3x320x240x600,600x1,synthetic_waveform_rate,
SCAMPS,P000126,dataset/SCAMPS/scamps_videos/P000126.mat,True,True,True,True,True,True,600,3x320x240x600,600x1,synthetic_waveform_rate,
SCAMPS,P000127,dataset/SCAMPS/scamps_videos/P000127.mat,True,True,True,True,True,True,600,3x320x240x600,600x1,synthetic_waveform_rate,
SCAMPS,P000128,dataset/SCAMPS/scamps_videos/P000128.mat,True,True,True,True,True,True,600,3x320x240x600,600x1,synthetic_waveform_rate,
SCAMPS,P000129,dataset/SCAMPS/scamps_videos/P000129.mat,True,True,True,True,True,True,600,3x320x240x600,600x1,synthetic_waveform_rate,
SCAMPS,P000130,dataset/SCAMPS/scamps_videos/P000130.mat,True,True,True,True,True,True,600,3x320x240x600,600x1,synthetic_waveform_rate,
SCAMPS,P000131,dataset/SCAMPS/scamps_videos/P000131.mat,True,True,True,True,True,True,600,3x320x240x600,600x1,synthetic_waveform_rate,
SCAMPS,P000132,dataset/SCAMPS/scamps_videos/P000132.mat,True,True,True,True,True,True,600,3x320x240x600,600x1,synthetic_waveform_rate,
SCAMPS,P000133,dataset/SCAMPS/scamps_videos/P000133.mat,True,True,True,True,True,True,600,3x320x240x600,600x1,synthetic_waveform_rate,
SCAMPS,P000134,dataset/SCAMPS/scamps_videos/P000134.mat,True,True,True,True,True,True,600,3x320x240x600,600x1,synthetic_waveform_rate,
SCAMPS,P000135,dataset/SCAMPS/scamps_videos/P000135.mat,True,True,True,True,True,True,600,3x320x240x600,600x1,synthetic_waveform_rate,
SCAMPS,P000136,dataset/SCAMPS/scamps_videos/P000136.mat,True,True,True,True,True,True,600,3x320x240x600,600x1,synthetic_waveform_rate,
SCAMPS,P000137,dataset/SCAMPS/scamps_videos/P000137.mat,True,True,True,True,True,True,600,3x320x240x600,600x1,synthetic_waveform_rate,
SCAMPS,P000138,dataset/SCAMPS/scamps_videos/P000138.mat,True,True,True,True,True,True,600,3x320x240x600,600x1,synthetic_waveform_rate,
SCAMPS,P000139,dataset/SCAMPS/scamps_videos/P000139.mat,True,True,True,True,True,True,600,3x320x240x600,600x1,synthetic_waveform_rate,
SCAMPS,P000140,dataset/SCAMPS/scamps_videos/P000140.mat,True,True,True,True,True,True,600,3x320x240x600,600x1,synthetic_waveform_rate,
SCAMPS,P000141,dataset/SCAMPS/scamps_videos/P000141.mat,True,True,True,True,True,True,600,3x320x240x600,600x1,synthetic_waveform_rate,
SCAMPS,P000142,dataset/SCAMPS/scamps_videos/P000142.mat,True,True,True,True,True,True,600,3x320x240x600,600x1,synthetic_waveform_rate,
SCAMPS,P000143,dataset/SCAMPS/scamps_videos/P000143.mat,True,True,True,True,True,True,600,3x320x240x600,600x1,synthetic_waveform_rate,
SCAMPS,P000144,dataset/SCAMPS/scamps_videos/P000144.mat,True,True,True,True,True,True,600,3x320x240x600,600x1,synthetic_waveform_rate,
SCAMPS,P000145,dataset/SCAMPS/scamps_videos/P000145.mat,True,True,True,True,True,True,600,3x320x240x600,600x1,synthetic_waveform_rate,
SCAMPS,P000146,dataset/SCAMPS/scamps_videos/P000146.mat,True,True,True,True,True,True,600,3x320x240x600,600x1,synthetic_waveform_rate,
SCAMPS,P000147,dataset/SCAMPS/scamps_videos/P000147.mat,True,True,True,True,True,True,600,3x320x240x600,600x1,synthetic_waveform_rate,
SCAMPS,P000148,dataset/SCAMPS/scamps_videos/P000148.mat,True,True,True,True,True,True,600,3x320x240x600,600x1,synthetic_waveform_rate,
SCAMPS,P000149,dataset/SCAMPS/scamps_videos/P000149.mat,True,True,True,True,True,True,600,3x320x240x600,600x1,synthetic_waveform_rate,
SCAMPS,P000150,dataset/SCAMPS/scamps_videos/P000150.mat,True,True,True,True,True,True,600,3x320x240x600,600x1,synthetic_waveform_rate,
SCAMPS,P000151,dataset/SCAMPS/scamps_videos/P000151.mat,True,True,True,True,True,True,600,3x320x240x600,600x1,synthetic_waveform_rate,
SCAMPS,P000152,dataset/SCAMPS/scamps_videos/P000152.mat,True,True,True,True,True,True,600,3x320x240x600,600x1,synthetic_waveform_rate,
SCAMPS,P000153,dataset/SCAMPS/scamps_videos/P000153.mat,True,True,True,True,True,True,600,3x320x240x600,600x1,synthetic_waveform_rate,
SCAMPS,P000154,dataset/SCAMPS/scamps_videos/P000154.mat,True,True,True,True,True,True,600,3x320x240x600,600x1,synthetic_waveform_rate,
SCAMPS,P000155,dataset/SCAMPS/scamps_videos/P000155.mat,True,True,True,True,True,True,600,3x320x240x600,600x1,synthetic_waveform_rate,
SCAMPS,P000156,dataset/SCAMPS/scamps_videos/P000156.mat,True,True,True,True,True,True,600,3x320x240x600,600x1,synthetic_waveform_rate,
SCAMPS,P000157,dataset/SCAMPS/scamps_videos/P000157.mat,True,True,True,True,True,True,600,3x320x240x600,600x1,synthetic_waveform_rate,
SCAMPS,P000158,dataset/SCAMPS/scamps_videos/P000158.mat,True,True,True,True,True,True,600,3x320x240x600,600x1,synthetic_waveform_rate,
SCAMPS,P000159,dataset/SCAMPS/scamps_videos/P000159.mat,True,True,True,True,True,True,600,3x320x240x600,600x1,synthetic_waveform_rate,
SCAMPS,P000160,dataset/SCAMPS/scamps_videos/P000160.mat,True,True,True,True,True,True,600,3x320x240x600,600x1,synthetic_waveform_rate,
SCAMPS,P000161,dataset/SCAMPS/scamps_videos/P000161.mat,True,True,True,True,True,True,600,3x320x240x600,600x1,synthetic_waveform_rate,
SCAMPS,P000162,dataset/SCAMPS/scamps_videos/P000162.mat,True,True,True,True,True,True,600,3x320x240x600,600x1,synthetic_waveform_rate,
SCAMPS,P000163,dataset/SCAMPS/scamps_videos/P000163.mat,True,True,True,True,True,True,600,3x320x240x600,600x1,synthetic_waveform_rate,
SCAMPS,P000164,dataset/SCAMPS/scamps_videos/P000164.mat,True,True,True,True,True,True,600,3x320x240x600,600x1,synthetic_waveform_rate,
SCAMPS,P000165,dataset/SCAMPS/scamps_videos/P000165.mat,True,True,True,True,True,True,600,3x320x240x600,600x1,synthetic_waveform_rate,
SCAMPS,P000166,dataset/SCAMPS/scamps_videos/P000166.mat,True,True,True,True,True,True,600,3x320x240x600,600x1,synthetic_waveform_rate,
SCAMPS,P000167,dataset/SCAMPS/scamps_videos/P000167.mat,True,True,True,True,True,True,600,3x320x240x600,600x1,synthetic_waveform_rate,
SCAMPS,P000168,dataset/SCAMPS/scamps_videos/P000168.mat,True,True,True,True,True,True,600,3x320x240x600,600x1,synthetic_waveform_rate,
SCAMPS,P000169,dataset/SCAMPS/scamps_videos/P000169.mat,True,True,True,True,True,True,600,3x320x240x600,600x1,synthetic_waveform_rate,
SCAMPS,P000170,dataset/SCAMPS/scamps_videos/P000170.mat,True,True,True,True,True,True,600,3x320x240x600,600x1,synthetic_waveform_rate,
SCAMPS,P000171,dataset/SCAMPS/scamps_videos/P000171.mat,True,True,True,True,True,True,600,3x320x240x600,600x1,synthetic_waveform_rate,
SCAMPS,P000172,dataset/SCAMPS/scamps_videos/P000172.mat,True,True,True,True,True,True,600,3x320x240x600,600x1,synthetic_waveform_rate,
SCAMPS,P000173,dataset/SCAMPS/scamps_videos/P000173.mat,True,True,True,True,True,True,600,3x320x240x600,600x1,synthetic_waveform_rate,
SCAMPS,P000174,dataset/SCAMPS/scamps_videos/P000174.mat,True,True,True,True,True,True,600,3x320x240x600,600x1,synthetic_waveform_rate,
SCAMPS,P000175,dataset/SCAMPS/scamps_videos/P000175.mat,True,True,True,True,True,True,600,3x320x240x600,600x1,synthetic_waveform_rate,
SCAMPS,P000176,dataset/SCAMPS/scamps_videos/P000176.mat,True,True,True,True,True,True,600,3x320x240x600,600x1,synthetic_waveform_rate,
SCAMPS,P000177,dataset/SCAMPS/scamps_videos/P000177.mat,True,True,True,True,True,True,600,3x320x240x600,600x1,synthetic_waveform_rate,
SCAMPS,P000178,dataset/SCAMPS/scamps_videos/P000178.mat,True,True,True,True,True,True,600,3x320x240x600,600x1,synthetic_waveform_rate,
SCAMPS,P000179,dataset/SCAMPS/scamps_videos/P000179.mat,True,True,True,True,True,True,600,3x320x240x600,600x1,synthetic_waveform_rate,
SCAMPS,P000180,dataset/SCAMPS/scamps_videos/P000180.mat,True,True,True,True,True,True,600,3x320x240x600,600x1,synthetic_waveform_rate,
SCAMPS,P000181,dataset/SCAMPS/scamps_videos/P000181.mat,True,True,True,True,True,True,600,3x320x240x600,600x1,synthetic_waveform_rate,
SCAMPS,P000182,dataset/SCAMPS/scamps_videos/P000182.mat,True,True,True,True,True,True,600,3x320x240x600,600x1,synthetic_waveform_rate,
SCAMPS,P000183,dataset/SCAMPS/scamps_videos/P000183.mat,True,True,True,True,True,True,600,3x320x240x600,600x1,synthetic_waveform_rate,
SCAMPS,P000184,dataset/SCAMPS/scamps_videos/P000184.mat,True,True,True,True,True,True,600,3x320x240x600,600x1,synthetic_waveform_rate,
