method,event,frame,time,nis,g_t,g_z_eff,q_harm
of_farneback__robust_ossm_ukf,fail_lock,305,305.0,3.425849487572149,0.6368027621485269,0.4996866373161579,0.019062441350244923
of_farneback__robust_ossm_ukf,fail_lock,306,306.0,3.277534071190752,0.6489690082234263,0.5092756817856967,0.019256835918289344
of_farneback__robust_ossm_ukf,fail_lock,366,366.0,0.43963624254907796,0.8935455525689129,0.0,0.49034265359015416
of_farneback__robust_ossm_ukf,fail_lock,367,367.0,0.5130641225113441,0.8908175951135865,0.0,0.4856860351249754
of_farneback__robust_ossm_ukf,fail_lock,368,368.0,0.5873754910531043,0.8864666145019149,0.0,0.48091013569133567
of_farneback__robust_ossm_ukf,fail_lock,369,369.0,0.657951526889167,0.8803718251196776,0.0,0.47615241203912606
of_farneback__robust_ossm_ukf,fail_lock,370,370.0,0.7223029125631004,0.8719583724923837,0.0,0.47155836859318057
of_farneback__robust_ossm_ukf,fail_lock,371,371.0,0.7803478303756138,0.8592755593772449,0.0,0.46727673496799355
of_farneback__robust_ossm_ukf,fail_lock,372,372.0,0.83167224290686,0.8368849450479751,0.0,0.4634555389154306
of_farneback__robust_ossm_ukf,fail_lock,373,373.0,0.8759042091502286,0.7891010831804782,0.0,0.4602392377384656
of_farneback__robust_ossm_ukf,fail_lock,374,374.0,0.9171484268910333,0.6793714925549104,0.0,0.4577666664709706
of_farneback__robust_ossm_ukf,fail_lock,375,375.0,0.999522214899843,0.631546447728931,0.0,0.4561694303850859
of_farneback__robust_ossm_ukf,fail_lock,376,376.0,1.0539094839712577,0.6219545101510657,0.0,0.4555703612319429
of_farneback__robust_ossm_ukf,fail_lock,377,377.0,1.0599374542228597,0.615509419013299,0.0,0.45608164398714035
of_farneback__robust_ossm_ukf,fail_lock,378,378.0,1.0359815205203025,0.6147715128179961,0.0,0.45780220327979176
of_farneback__robust_ossm_ukf,fail_lock,379,379.0,0.9850747406354672,0.6175744032667547,0.0,0.4608134931095614
of_farneback__robust_ossm_ukf,fail_lock,380,380.0,0.9162129711989658,0.6236895008085097,0.0,0.46517260610911376
of_farneback__robust_ossm_ukf,fail_lock,381,381.0,0.8341560148736016,0.6317081939702958,0.0,0.47090273873877125
of_farneback__robust_ossm_ukf,fail_lock,382,382.0,0.7410815718504624,0.6412008988153235,0.0,0.47798162745519623
of_farneback__robust_ossm_ukf,fail_lock,383,383.0,0.6413948024820556,0.6518130329119781,0.0,0.48632666004304115
of_farneback__robust_ossm_ukf,fail_lock,384,384.0,0.5321040797317352,0.6631330509762801,0.0,0.49577503731212547
of_farneback__robust_ossm_ukf,fail_lock,385,385.0,0.4135493688231364,0.6751752104810516,0.0,0.5060616743696698
of_farneback__robust_ossm_ukf,fail_lock,386,386.0,0.30859150100860316,0.6880468787276894,0.0,0.5168010252323221
of_farneback__robust_ossm_ukf,fail_lock,387,387.0,0.21946846003495346,0.6992240824148968,0.0,0.5274787770334074
of_farneback__robust_ossm_ukf,fail_lock,388,388.0,0.1469051458013195,0.7085175461187262,0.0,0.5374599083255933
of_farneback__robust_ossm_ukf,fail_lock,389,389.0,0.08943049425289466,0.7159499733993073,0.0,0.5460212511397233
of_farneback__robust_ossm_ukf,fail_lock,390,390.0,0.04699413029364977,0.7218597403815206,0.0,0.5524144385764063
of_farneback__robust_ossm_ukf,fail_lock,391,391.0,0.01865655377621405,0.7261070738173512,0.0,0.5559561340891748
of_farneback__robust_ossm_ukf,fail_lock,392,392.0,0.0035986386477777203,0.7289354237510624,0.0,0.5561305098981454
of_farneback__robust_ossm_ukf,fail_lock,393,393.0,0.00020282009882976104,0.7302614924600482,0.0,0.5526812087266321
of_farneback__robust_ossm_ukf,fail_lock,394,394.0,0.0073760358084319095,0.7306689624031615,0.0,0.5456676839700176
of_farneback__robust_ossm_ukf,fail_lock,395,395.0,0.02412976104080427,0.7298735221059626,0.0,0.5354661533825588
of_farneback__robust_ossm_ukf,fail_lock,396,396.0,0.04948349287426709,0.7283688755339284,0.0,0.5227130906415389
of_farneback__robust_ossm_ukf,fail_lock,397,397.0,0.08242704256681717,0.7257821625618651,0.0,0.508209863604399
of_farneback__robust_ossm_ukf,fail_lock,398,398.0,0.12145330292524292,0.7226462838842299,0.0,0.49281718673995095
of_farneback__robust_ossm_ukf,fail_lock,399,399.0,0.16474425185428757,0.7186611267629586,0.0,0.4773656530107538
of_farneback__robust_ossm_ukf,fail_lock,400,400.0,0.20860732310923033,0.714474878565711,0.0,0.4625979884747871
of_farneback__robust_ossm_ukf,fail_lock,401,401.0,0.2524629484867896,0.8147463843148762,0.0,0.44914594097772864
of_farneback__robust_ossm_ukf,fail_lock,402,402.0,0.2790931446465616,0.8642924281200545,0.0,0.43753534787954657
of_farneback__robust_ossm_ukf,fail_lock,403,403.0,0.2957083124078554,0.8835722512160866,0.0,0.4282082756640206
of_farneback__robust_ossm_ukf,fail_lock,404,404.0,0.30409377022670875,0.8920556431328095,0.0,0.42155009200656013
of_farneback__robust_ossm_ukf,fail_lock,405,405.0,0.3006365394674339,0.8961287380088999,0.0,0.4179098330876095
of_farneback__robust_ossm_ukf,fail_lock,406,406.0,0.2812691232700935,0.8985317834553301,0.0,0.4175999097051757
of_farneback__robust_ossm_ukf,fail_lock,407,407.0,0.24371169670435447,0.9001768625585437,0.0,0.420852872143135
of_farneback__robust_ossm_ukf,fail_lock,408,408.0,0.18859825605421365,0.9015242156963259,0.0,0.42770301904079655
of_farneback__robust_ossm_ukf,fail_lock,409,409.0,0.12437972994915572,0.902474171236147,0.0,0.43776419999963306
of_farneback__robust_ossm_ukf,fail_lock,410,410.0,0.06310430085781744,0.9021835034877298,0.0,0.4499275444933646
of_farneback__robust_ossm_ukf,fail_lock,411,411.0,0.017662449810538054,0.8988407387231842,0.0,0.4621515953434791
of_farneback__robust_ossm_ukf,fail_lock,412,412.0,9.23387739954581e-06,0.8882537448561733,0.0,0.47170967782593176
of_farneback__robust_ossm_ukf,fail_lock,413,413.0,0.01726503786905413,0.8585470980821888,0.0,0.4761640984597639
of_farneback__robust_ossm_ukf,fail_lock,414,414.0,0.06913870886491492,0.7775399582581038,0.0,0.47463604169658896
of_farneback__robust_ossm_ukf,fail_lock,415,415.0,0.15129914843635484,0.7242077922873102,0.0,0.46829473210927974
of_farneback__robust_ossm_ukf,fail_lock,416,416.0,0.25131580201577963,0.715927705043715,0.0,0.45959739281413986
of_farneback__robust_ossm_ukf,fail_lock,417,417.0,0.3434783840136432,0.7056483945399558,0.0,0.45105655204133865
of_farneback__robust_ossm_ukf,fail_lock,418,418.0,0.4098924427303962,0.6959870612854908,0.0,0.44447593908582517
of_farneback__robust_ossm_ukf,fail_lock,419,419.0,0.4428189139801244,0.6889154434446415,0.0,0.440831058847448
of_farneback__robust_ossm_ukf,fail_lock,420,420.0,0.44806641801794567,0.6853762642173298,0.0,0.44047743978369874
of_farneback__robust_ossm_ukf,fail_lock,421,421.0,0.4445546151135467,0.6848102147786248,0.0,0.4433986146716462
of_farneback__robust_ossm_ukf,fail_lock,422,422.0,0.431522804102055,0.6851890946044825,0.0,0.4493805935710722
of_farneback__robust_ossm_ukf,fail_lock,423,423.0,0.3338040630330607,0.686592909082501,0.0,0.4581049981237914
of_farneback__robust_ossm_ukf,fail_lock,424,424.0,0.28036688536259435,0.69700958022078,0.0,0.46918583347300014
of_farneback__robust_ossm_ukf,fail_lock,425,425.0,0.23836420589029722,0.702622326486499,0.0,0.4821757211624924
of_farneback__robust_ossm_ukf,fail_lock,426,426.0,0.2012550589933111,0.7069916807830059,0.0,0.49656112608223174
of_farneback__robust_ossm_ukf,fail_lock,427,427.0,0.16159606164858392,0.7108205280515356,0.0,0.5117611627388796
of_farneback__robust_ossm_ukf,fail_lock,428,428.0,0.12113344786134822,0.7148794735191779,0.0,0.5271402424468475
of_farneback__robust_ossm_ukf,fail_lock,429,429.0,0.08265463187063109,0.7189851676102306,0.0,0.542040157732009
of_farneback__robust_ossm_ukf,fail_lock,430,430.0,0.04798712276397677,0.7674275948175509,0.0,0.5558309023080402
of_farneback__robust_ossm_ukf,fail_lock,431,431.0,0.019484644921841484,0.8490030987363363,0.0,0.5679711193611445
of_farneback__robust_ossm_ukf,fail_lock,432,432.0,0.002701994301198488,0.8811457265399666,0.0,0.5780644720896461
of_farneback__robust_ossm_ukf,fail_lock,433,433.0,0.0013808498244209503,0.8943505648564247,0.0,0.5858992831445251
of_farneback__robust_ossm_ukf,fail_lock,434,434.0,0.01639118682602462,0.8997830510239647,0.0,0.5914616697566146
of_farneback__robust_ossm_ukf,fail_lock,435,435.0,0.04856431579051183,0.901119149163526,0.0,0.5949186976847126
of_farneback__robust_ossm_ukf,fail_lock,436,436.0,0.09819002746173115,0.8994702172390059,0.0,0.5965774124986186
of_farneback__robust_ossm_ukf,fail_lock,437,437.0,0.16363264520914486,0.8947769160411875,0.0,0.5968317446109385
of_farneback__robust_ossm_ukf,fail_lock,438,438.0,0.24047133967600348,0.8859214517150977,0.0,0.596109381294311
of_farneback__robust_ossm_ukf,fail_lock,439,439.0,0.31901349611709157,0.8696710792376355,0.0,0.5948275205004943
of_farneback__robust_ossm_ukf,fail_lock,440,440.0,0.3845914378457373,0.8368729839751269,0.0,0.593362293908871
of_farneback__robust_ossm_ukf,fail_lock,441,441.0,0.42254944525095595,0.7623741908909594,0.0,0.592031829062357
of_farneback__robust_ossm_ukf,fail_lock,442,442.0,0.4223073680272409,0.687495780359343,0.0,0.591089612159688
of_farneback__robust_ossm_ukf,fail_lock,443,443.0,0.37029005521125297,0.6873854292524202,0.0,0.5907242385509079
of_farneback__robust_ossm_ukf,fail_lock,444,444.0,0.26379713739797,0.693038620259379,0.0,0.5910627394714446
of_farneback__robust_ossm_ukf,fail_lock,445,445.0,0.1470635228678837,0.7040585826573827,0.0,0.5921762602472812
of_farneback__robust_ossm_ukf,fail_lock,446,446.0,0.06069591056549379,0.716035880376443,0.0,0.5940872380240532
of_farneback__robust_ossm_ukf,fail_lock,447,447.0,0.01752970527052804,0.7246988138487125,0.0,0.5967766730315192
of_farneback__robust_ossm_ukf,fail_lock,448,448.0,0.0023992323973600787,0.7290428302583202,0.0,0.6001902854159867
of_farneback__robust_ossm_ukf,fail_lock,449,449.0,5.076275988006107e-05,0.7304724028066182,0.0,0.6042433743654692
of_farneback__robust_ossm_ukf,fail_lock,450,450.0,0.0020207889179065545,0.7306803465748632,0.0,0.608824698444587
of_farneback__robust_ossm_ukf,fail_lock,451,451.0,0.0052445006080449755,0.7304532589471133,0.0,0.6137996380892164
of_farneback__robust_ossm_ukf,fail_lock,452,452.0,0.009203447483606852,0.7302027242788388,0.0,0.6190134986000868
of_farneback__robust_ossm_ukf,fail_lock,453,453.0,0.014095989637464779,0.7296851727641418,0.0,0.624295687650982
of_farneback__robust_ossm_ukf,fail_lock,454,454.0,0.020549024034902753,0.7293480067106684,0.0,0.6294644420884777
of_farneback__robust_ossm_ukf,fail_lock,455,455.0,0.029274324132927215,0.728633595383317,0.0,0.6343320698678133
of_farneback__robust_ossm_ukf,fail_lock,456,456.0,0.04077111323161229,0.7278528645767125,0.0,0.6387111864483301
of_farneback__robust_ossm_ukf,fail_lock,457,457.0,0.05592837360054275,0.7421772927461221,0.0,0.6424218156713004
of_farneback__robust_ossm_ukf,fail_lock,458,458.0,0.07108128260904992,0.8438892949972315,0.0,0.6452988679909957
of_farneback__robust_ossm_ukf,fail_lock,459,459.0,0.08154894240874584,0.8845905117908015,0.0,0.6471996227325671
of_farneback__robust_ossm_ukf,fail_lock,460,460.0,0.09398300902983475,0.9004531778890571,0.0,0.6480107358828842
of_farneback__robust_ossm_ukf,fail_lock,461,461.0,0.10960283715057507,0.9072054692732465,0.0,0.6476541457016878
of_farneback__robust_ossm_ukf,fail_lock,462,462.0,0.12853950102016792,0.9102781912560255,0.0,0.6460912889385968
of_farneback__robust_ossm_ukf,fail_lock,463,463.0,0.1473926767870189,0.911544946024036,0.0,0.6433251803638614
of_farneback__robust_ossm_ukf,fail_lock,464,464.0,0.1664907494188936,0.9119604543976844,0.0,0.6394000605321503
of_farneback__robust_ossm_ukf,fail_lock,465,465.0,0.18435101429526068,0.9118422706878206,0.0,0.6343985144058343
of_farneback__robust_ossm_ukf,fail_lock,466,466.0,0.200272856331375,0.9114543437284565,0.0,0.6284363300624467
of_farneback__robust_ossm_ukf,fail_lock,467,467.0,0.21321681190305336,0.910879834138286,0.0,0.6216557471502979
of_farneback__robust_ossm_ukf,fail_lock,468,468.0,0.22322235742696467,0.9102232902226199,0.0,0.6142178283970047
of_farneback__robust_ossm_ukf,fail_lock,469,469.0,0.23023295426816176,0.9095043226734992,0.0,0.6062945665482252
of_farneback__robust_ossm_ukf,fail_lock,470,470.0,0.22868855293538162,0.9087227134416922,0.0,0.5980612839670133
of_farneback__robust_ossm_ukf,fail_lock,471,471.0,0.22683823406254838,0.9082096921584444,0.0,0.5896899547678556
of_farneback__robust_ossm_ukf,fail_lock,472,472.0,0.22675757957140763,0.907642385557679,0.0,0.5813439449192975
of_farneback__robust_ossm_ukf,fail_lock,473,473.0,0.2225099521271655,0.9070265299329398,0.0,0.5731740330017594
of_farneback__robust_ossm_ukf,fail_lock,474,474.0,0.21585408621285382,0.9068530095709583,0.0,0.5653150957156139
of_farneback__robust_ossm_ukf,fail_lock,475,475.0,0.2033877369010788,0.9073730539209217,0.0,0.5578831128936603
of_farneback__robust_ossm_ukf,fail_lock,476,476.0,0.1897518332666884,0.9091282482386367,0.0,0.5509723592495391
of_farneback__robust_ossm_ukf,fail_lock,477,477.0,0.17416015993352604,0.9115081978566479,0.0,0.5446521951278716
of_farneback__robust_ossm_ukf,fail_lock,478,478.0,0.15628157547115482,0.9121365898639078,0.0,0.5389626113039154
of_farneback__robust_ossm_ukf,fail_lock,479,479.0,0.13625169910185703,0.9079431438165647,0.0,0.5339082665874034
of_farneback__robust_ossm_ukf,fail_lock,480,480.0,0.11520956591596192,0.90097468610395,0.0,0.5294513429510175
of_farneback__robust_ossm_ukf,fail_lock,481,481.0,0.09533802065918183,0.8955445202574392,0.0,0.5255037337005106
of_farneback__robust_ossm_ukf,fail_lock,482,482.0,0.07650690291863185,0.8929752436141455,0.0,0.5219196796069155
of_farneback__robust_ossm_ukf,fail_lock,483,483.0,0.05789354808058318,0.8920982574927934,0.0,0.5184893305376949
of_farneback__robust_ossm_ukf,fail_lock,484,484.0,0.039150702603314796,0.8917750044865861,0.0,0.5149326892114572
of_farneback__robust_ossm_ukf,fail_lock,485,485.0,0.021697186110518747,0.8908772913738414,0.0,0.5108971646468105
of_farneback__robust_ossm_ukf,fail_lock,486,486.0,0.008003956677633598,0.8892652651438828,0.0,0.505965806468671
of_farneback__robust_ossm_ukf,fail_lock,487,487.0,0.0005534014037538111,0.8868920388551729,0.0,0.4996804858964168
of_farneback__robust_ossm_ukf,fail_lock,488,488.0,0.002579057850431661,0.8842385530601709,0.0,0.4915808356048847
of_farneback__robust_ossm_ukf,fail_lock,489,489.0,0.017551459307221365,0.8820222914013106,0.0,0.48125878805182054
of_farneback__robust_ossm_ukf,fail_lock,490,490.0,0.04832894395027907,0.8815972521003453,0.0,0.4684241049935493
of_farneback__robust_ossm_ukf,fail_lock,491,491.0,0.0969791131500381,0.8847982797435203,0.0,0.4529678019361091
of_farneback__robust_ossm_ukf,fail_lock,492,492.0,0.16327699662724074,0.8928490023179683,0.0,0.43500527403992556
of_farneback__robust_ossm_ukf,fail_lock,493,493.0,0.24585330843067535,0.9033146904982396,0.0,0.41488374533322536
of_farneback__robust_ossm_ukf,fail_lock,494,494.0,0.3420732205063196,0.9098184504702301,0.0,0.39314765392619067
of_farneback__robust_ossm_ukf,fail_lock,495,495.0,0.4377577625015807,0.9096885327388172,0.0,0.37046772498991654
of_farneback__robust_ossm_ukf,fail_lock,496,496.0,0.549609407651553,0.9062908842717383,0.0,0.34755116528180496
of_farneback__robust_ossm_ukf,fail_lock,497,497.0,0.6624621500249575,0.9012370120422049,0.0,0.3250564839589511
of_farneback__robust_ossm_ukf,fail_lock,498,498.0,0.7688316742100191,0.8958809622663171,0.0,0.3035320187814285
of_farneback__robust_ossm_ukf,fail_lock,499,499.0,0.8642128864204852,0.8904379859513045,0.04689871525375813,0.2833852703234251
of_farneback__robust_ossm_ukf,fail_lock,500,500.0,0.9422655666412815,0.8852052845012452,0.09194466628827665,0.2648799891819765
of_farneback__robust_ossm_ukf,fail_lock,501,501.0,1.0009048143296162,0.8802403549984311,0.12447729335205955,0.24815299262925586
of_farneback__robust_ossm_ukf,fail_lock,502,502.0,1.0377645445457098,0.8758106793415396,0.1288878943808314,0.23324122127444138
of_farneback__robust_ossm_ukf,fail_lock,503,503.0,1.0467792876436535,0.8721296481832754,0.11818108144102073,0.22011177262600112
of_farneback__robust_ossm_ukf,fail_lock,504,504.0,1.0204545681173045,0.869915778532891,0.11142260862215404,0.20869153887949934
of_farneback__robust_ossm_ukf,fail_lock,505,505.0,0.9625232408384281,0.8695236843171532,0.09600742730777087,0.19889545033030093
of_farneback__robust_ossm_ukf,fail_lock,506,506.0,0.8751976531926254,0.8709582336986409,0.07428283580419424,0.19065463648934763
of_farneback__robust_ossm_ukf,fail_lock,507,507.0,0.7612836297973411,0.8739188891815473,0.04890808159869212,0.1839484778759549
of_farneback__robust_ossm_ukf,fail_lock,508,508.0,0.6284681356809818,0.8781988800703097,0.024268577118046752,0.17884341767063258
of_farneback__robust_ossm_ukf,fail_lock,509,509.0,0.48638950077746446,0.8829768266859379,0.014635546275465478,0.17553159476746577
of_farneback__robust_ossm_ukf,fail_lock,510,510.0,0.3458432789770092,0.8874802408724914,0.014858043251993103,0.1743385552739936
of_farneback__robust_ossm_ukf,fail_lock,511,511.0,0.21761398506717486,0.8906187856842039,0.016600822440489268,0.17563909426726237
of_farneback__robust_ossm_ukf,fail_lock,512,512.0,0.11512595708159608,0.8909897224459684,0.01785884973946188,0.17964142456570603
of_farneback__robust_ossm_ukf,fail_lock,513,513.0,0.045379236419719096,0.8858454706743987,0.016797316773003362,0.18614701967764027
of_farneback__robust_ossm_ukf,fail_lock,514,514.0,0.008752173730186637,0.8689762837371371,0.015266374038786652,0.19453900900015458
of_farneback__robust_ossm_ukf,fail_lock,515,515.0,0.00018610201906706306,0.8231176433233488,0.01315595605113759,0.20407969447806898
of_farneback__robust_ossm_ukf,fail_lock,516,516.0,0.011174784927854073,0.7310402832977897,0.010447709514569492,0.2142477333068325
of_farneback__robust_ossm_ukf,fail_lock,517,517.0,0.03364481224739062,0.7299586133859522,0.00914019171007375,0.2248524266527414
of_farneback__robust_ossm_ukf,fail_lock,518,518.0,0.05934249295555816,0.7277382652125147,0.007765088647944328,0.23595027917127454
of_farneback__robust_ossm_ukf,fail_lock,519,519.0,0.08339004462498685,0.7251850204903793,0.0063156093423538135,0.24771516905545254
of_farneback__robust_ossm_ukf,fail_lock,520,520.0,0.09888381752828942,0.7227823051018102,0.004775627695560688,0.2603477075042619
of_farneback__robust_ossm_ukf,fail_lock,521,521.0,0.10739432442597262,0.7212274008272003,0.003210283766361349,0.27403085431914515
of_farneback__robust_ossm_ukf,fail_lock,522,522.0,0.11248923664216877,0.720371041352866,0.001403553035456089,0.28891148808933637
of_farneback__robust_ossm_ukf,fail_lock,523,523.0,0.11908120040320198,0.7198576024857739,0.0,0.3050900072536064
of_farneback__robust_ossm_ukf,fail_lock,524,524.0,0.13052652237279758,0.7191924446938387,0.0,0.32260840245214517
of_farneback__robust_ossm_ukf,fail_lock,525,525.0,0.1512139054100635,0.718035278220566,0.0,0.3414333638604546
of_farneback__robust_ossm_ukf,fail_lock,526,526.0,0.14691896429618553,0.7159363731238165,0.0,0.3614339811283965
of_farneback__robust_ossm_ukf,fail_lock,527,527.0,0.15089891294326943,0.7163729048002481,0.0,0.3823556674021709
of_farneback__robust_ossm_ukf,fail_lock,528,528.0,0.16149425177003945,0.7159684022769809,0.0,0.40379492316790044
of_farneback__robust_ossm_ukf,fail_lock,529,529.0,0.17933443562860882,0.7148898491971619,0.0,0.425183169526013
of_farneback__robust_ossm_ukf,fail_lock,530,530.0,0.19907210163385952,0.71306825545343,0.0,0.44579059759851203
of_farneback__robust_ossm_ukf,fail_lock,531,531.0,0.2211639677166908,0.7110448349928415,0.0,0.4647612257024642
of_farneback__robust_ossm_ukf,fail_lock,532,532.0,0.24573698405076777,0.8233531927432256,0.0,0.4811863923415845
of_farneback__robust_ossm_ukf,fail_lock,533,533.0,0.2556977302861353,0.8744120831544194,0.0,0.49421357534572175
of_farneback__robust_ossm_ukf,fail_lock,534,534.0,0.2674646945475806,0.8939636611876344,0.0,0.50317245727811
of_farneback__robust_ossm_ukf,fail_lock,535,535.0,0.2853969591107481,0.9019415662930681,0.0,0.5076875806453142
of_farneback__robust_ossm_ukf,fail_lock,536,536.0,0.30897592862855283,0.9052278337681183,0.0,0.5077449460683361
of_farneback__robust_ossm_ukf,fail_lock,537,537.0,0.33550448010561634,0.90629578977249,0.0,0.5036917080397267
of_farneback__robust_ossm_ukf,fail_lock,538,538.0,0.362071247901686,0.9062030198828954,0.0,0.49616902721228356
of_farneback__robust_ossm_ukf,fail_lock,539,539.0,0.38380144050072956,0.9054533612506706,0.0,0.4859997866315445
of_farneback__robust_ossm_ukf,fail_lock,540,540.0,0.3938081914738977,0.9044327076059628,0.0,0.47406519378085765
of_farneback__robust_ossm_ukf,fail_lock,541,541.0,0.38506945198350845,0.9034388453550023,0.0,0.46120026112456575
of_farneback__robust_ossm_ukf,fail_lock,542,542.0,0.3521801662761872,0.9027125899797896,0.0,0.4481242073196767
of_farneback__robust_ossm_ukf,fail_lock,543,543.0,0.293213596024683,0.9022853704486857,0.0,0.435408692826957
of_farneback__robust_ossm_ukf,fail_lock,544,544.0,0.2147077087242976,0.9018041002990564,0.0,0.42347565183237823
