method,trial,event,frame,time,nis,g_t,g_z_eff,q_harm
profile1d_linear__robust_ossm_ekf,10_0_1,fail_lock,457,457.0,0.21391694184851295,0.8853043510575078,0.8853043510575078,0.5730388923368425
profile1d_linear__robust_ossm_ekf,10_0_1,fail_lock,458,458.0,0.1878746433842307,0.8853754029966071,0.8853754029966071,0.5940655849785546
profile1d_linear__robust_ossm_ekf,10_0_1,fail_lock,459,459.0,0.16256625474259725,0.8853252250905145,0.8853252250905145,0.6156519053816252
profile1d_linear__robust_ossm_ekf,10_0_1,fail_lock,460,460.0,0.13802895153175393,0.8856276382044476,0.8856276382044476,0.6379314323678293
profile1d_linear__robust_ossm_ekf,10_0_1,fail_lock,461,461.0,0.11451968904964172,0.8855556282589103,0.8855556282589103,0.6610609888112969
profile1d_linear__robust_ossm_ekf,10_0_1,fail_lock,462,462.0,0.09247211194334345,0.885559471876975,0.885559471876975,0.6852219866294026
profile1d_linear__robust_ossm_ekf,10_0_1,fail_lock,463,463.0,0.07217988271203274,0.8854839797862358,0.8854839797862358,0.7106213915296866
profile1d_linear__robust_ossm_ekf,10_0_1,fail_lock,464,464.0,0.053946209458614974,0.8854963674544964,0.8854963674544964,0.7365094927273127
profile1d_linear__robust_ossm_ekf,10_0_1,fail_lock,465,465.0,0.03805848604820759,0.8854860206410813,0.8854860206410813,0.7627482378527751
profile1d_linear__robust_ossm_ekf,10_0_1,fail_lock,466,466.0,0.02477431691101489,0.8854678211682528,0.8854678211682528,0.7893166997056644
profile1d_linear__robust_ossm_ekf,10_0_1,fail_lock,467,467.0,0.014294721166147188,0.8854332805364391,0.8854332805364391,0.8161989144077373
profile1d_linear__robust_ossm_ekf,10_0_1,fail_lock,468,468.0,0.006728600734272415,0.8855612695179245,0.8855612695179245,0.8433808926803074
profile1d_linear__robust_ossm_ekf,10_0_1,fail_lock,469,469.0,0.0020554818859957833,0.8854619268113678,0.8854619268113678,0.870845959416872
profile1d_linear__robust_ossm_ekf,10_0_1,fail_lock,470,470.0,0.00010001004654605279,0.8851074350447861,0.8851074350447861,0.8985692863676031
profile1d_linear__robust_ossm_ekf,10_0_1,fail_lock,471,471.0,0.0005520388141574607,0.8850670028802046,0.8850670028802046,0.9265118151561532
profile1d_linear__robust_ossm_ekf,10_0_1,fail_lock,472,472.0,0.002996717589289031,0.8851518256295121,0.8851518256295121,0.9546126504770979
profile1d_linear__robust_ossm_ekf,10_0_1,fail_lock,473,473.0,0.006960113123430487,0.8850181745330813,0.8850181745330813,0.9827792282556157
profile1d_linear__robust_ossm_ekf,10_0_1,fail_lock,474,474.0,0.011944689319310793,0.901741303490475,0.901741303490475,1.0
profile1d_linear__robust_ossm_ekf,10_0_1,fail_lock,475,475.0,0.017401756463184908,0.9362307247489915,0.9362307247489915,1.0
profile1d_linear__robust_ossm_ekf,10_0_1,fail_lock,476,476.0,0.022715171689407978,0.9519458105568895,0.9519458105568895,1.0
profile1d_linear__robust_ossm_ekf,10_0_1,fail_lock,477,477.0,0.02738327926498624,0.958071940380557,0.958071940380557,1.0
profile1d_linear__robust_ossm_ekf,10_0_1,fail_lock,478,478.0,0.03099007727307484,0.9605846798538316,0.9605846798538316,1.0
profile1d_linear__robust_ossm_ekf,10_0_1,fail_lock,479,479.0,0.033228857556187576,0.9616046175254135,0.9616046175254135,0.004525648780430065
profile1d_linear__robust_ossm_ekf,10_0_1,fail_lock,480,480.0,0.0339050719999821,0.9622580917414842,0.9622580917414842,0.005118475609832748
profile1d_linear__robust_ossm_ekf,10_0_1,fail_lock,481,481.0,0.033013891413572756,0.9622120006157002,0.9622120006157002,0.005798542124000548
profile1d_linear__robust_ossm_ekf,10_0_1,fail_lock,482,482.0,0.03077552914383843,0.9621901532733351,0.9621901532733351,0.006567542196985695
profile1d_linear__robust_ossm_ekf,10_0_1,fail_lock,483,483.0,0.027486947143906936,0.9620010753435981,0.9620010753435981,0.007424258386307763
profile1d_linear__robust_ossm_ekf,10_0_1,fail_lock,484,484.0,0.023468695772070922,0.9619503502416014,0.9619503502416014,0.008364248670898076
profile1d_linear__robust_ossm_ekf,10_0_1,fail_lock,485,485.0,0.01907691251396873,0.9616785837364102,0.9616785837364102,0.009379688517300151
profile1d_linear__robust_ossm_ekf,10_0_1,fail_lock,486,486.0,0.014695821815049522,0.9613863304631872,0.9613863304631872,0.010459395101926094
profile1d_linear__robust_ossm_ekf,10_0_1,fail_lock,487,487.0,0.010648367480476376,0.9610722534631927,0.9610722534631927,0.0115890480048729
profile1d_linear__robust_ossm_ekf,10_0_1,fail_lock,488,488.0,0.007157594819064855,0.9607558743013179,0.9607558743013179,0.012751604536959895
profile1d_linear__robust_ossm_ekf,10_0_1,fail_lock,489,489.0,0.004362728105883753,0.9604190795759798,0.9604190795759798,0.013927890740599146
profile1d_linear__robust_ossm_ekf,10_0_1,fail_lock,490,490.0,0.002313787569089988,0.9600910026576818,0.9600910026576818,1.0
profile1d_linear__robust_ossm_ekf,10_0_1,fail_lock,491,491.0,0.0009749435079661787,0.9597958624815636,0.9597958624815636,1.0
profile1d_linear__robust_ossm_ekf,10_0_1,fail_lock,492,492.0,0.0002474409656066759,0.9595516122661449,0.9595516122661449,0.9570520366154299
profile1d_linear__robust_ossm_ekf,10_0_1,fail_lock,493,493.0,3.3277124237322496e-06,0.9593622026139831,0.9593622026139831,0.9084042191397343
profile1d_linear__robust_ossm_ekf,10_0_1,fail_lock,494,494.0,0.00010637392584421554,0.9593119639476504,0.9593119639476504,0.8595008293319331
profile1d_linear__robust_ossm_ekf,10_0_1,fail_lock,495,495.0,0.0004220975072135043,0.9593606155733256,0.9593606155733256,0.8113884932970357
profile1d_linear__robust_ossm_ekf,10_0_1,fail_lock,496,496.0,0.0008315397392862305,0.9596493034599757,0.9596493034599757,0.7649078889027792
profile1d_linear__robust_ossm_ekf,10_0_1,fail_lock,497,497.0,0.001246394663097829,0.9601442565149995,0.9601442565149995,0.7206879008163751
profile1d_linear__robust_ossm_ekf,10_0_1,fail_lock,498,498.0,0.001611947218430992,0.960933423089518,0.960933423089518,0.6791605499863937
profile1d_linear__robust_ossm_ekf,10_0_1,fail_lock,499,499.0,0.0019010837371201893,0.9619215847486399,0.9619215847486399,0.6405876338539924
profile1d_linear__robust_ossm_ekf,10_0_1,fail_lock,500,500.0,0.002105750681991387,0.9631788392691607,0.9631788392691607,0.6050914653535758
profile1d_linear__robust_ossm_ekf,10_0_1,fail_lock,501,501.0,0.0022319329556357136,0.9642147168111189,0.9642147168111189,0.572685432355301
profile1d_linear__robust_ossm_ekf,10_0_1,fail_lock,502,502.0,0.0022959815035423266,0.9649258298742535,0.9649258298742535,0.5433028618131513
profile1d_linear__robust_ossm_ekf,10_0_1,fail_lock,503,503.0,0.002316915701016177,0.9652029789461785,0.9652029789461785,0.5168223219826793
profile1d_linear__robust_ossm_ekf,10_0_1,fail_lock,504,504.0,0.0023141335651822737,0.9651633232170234,0.9651633232170234,0.49308769409296166
profile1d_linear__robust_ossm_ekf,10_0_1,fail_lock,505,505.0,0.0023109647128853068,0.9648154738870032,0.9648154738870032,0.4719235810334409
profile1d_linear__robust_ossm_ekf,10_0_1,fail_lock,506,506.0,0.0023323700895897226,0.9645734149494652,0.9645734149494652,0.4531468580531083
profile1d_linear__robust_ossm_ekf,10_0_1,fail_lock,507,507.0,0.0024003363531700417,0.9643162178161537,0.9643162178161537,0.4365744602233146
profile1d_linear__robust_ossm_ekf,10_0_1,fail_lock,508,508.0,0.0025405784646622496,0.9642977294937434,0.9642977294937434,0.4220284408503894
profile1d_linear__robust_ossm_ekf,10_0_1,fail_lock,509,509.0,0.0027829603254954263,0.9643578077285674,0.9643578077285674,0.4093391405101861
profile1d_linear__robust_ossm_ekf,10_0_1,fail_lock,510,510.0,0.00316384060786083,0.9645274552808465,0.9645274552808465,0.3983464862364184
profile1d_linear__robust_ossm_ekf,10_0_1,fail_lock,511,511.0,0.003724137416731154,0.9646484152144557,0.9646484152144557,0.38890032657366064
profile1d_linear__robust_ossm_ekf,10_0_1,fail_lock,512,512.0,0.004524890397109337,0.9649888087906411,0.9649888087906411,0.3808608261112108
profile1d_linear__robust_ossm_ekf,10_0_1,fail_lock,513,513.0,0.00564471104334929,0.964905264043331,0.964905264043331,0.3740985155527793
profile1d_linear__robust_ossm_ekf,10_0_1,fail_lock,514,514.0,0.00717416347832622,0.9639178447379562,0.9639178447379562,0.3684932191853091
profile1d_linear__robust_ossm_ekf,10_0_1,fail_lock,515,515.0,0.009232271233504926,0.9601867404200328,0.9601867404200328,0.36393219388554826
profile1d_linear__robust_ossm_ekf,10_0_1,fail_lock,516,516.0,0.011967068940302982,0.9493610740180857,0.9493610740180857,0.3603083666234488
profile1d_linear__robust_ossm_ekf,10_0_1,fail_lock,517,517.0,0.015558142905826095,0.924745712956118,0.924745712956118,0.35751882584223843
profile1d_linear__robust_ossm_ekf,10_0_1,fail_lock,518,518.0,0.02020729492909739,0.8865039504404244,0.8865039504404244,0.3554632343634404
profile1d_linear__robust_ossm_ekf,10_0_1,fail_lock,519,519.0,0.02616542392484453,0.8861390107046816,0.8861390107046816,0.35404208254574476
profile1d_linear__robust_ossm_ekf,10_0_1,fail_lock,520,520.0,0.03343635245233684,0.8862065503574647,0.8862065503574647,0.3531548829881707
profile1d_linear__robust_ossm_ekf,10_0_1,fail_lock,521,521.0,0.04206356992780035,0.8861681762067383,0.8861681762067383,0.35269841503259797
profile1d_linear__robust_ossm_ekf,10_0_1,fail_lock,522,522.0,0.0519909789304936,0.8861864568318009,0.8861864568318009,0.3525651469272074
profile1d_linear__robust_ossm_ekf,10_0_1,fail_lock,523,523.0,0.06305269854187394,0.8861278943058776,0.8861278943058776,0.3526419932581269
profile1d_linear__robust_ossm_ekf,10_0_1,fail_double,277,277.0,1.0317507245438984,0.8847140815024079,0.8847140815024079,0.4973608745581639
profile1d_linear__robust_ossm_ekf,10_0_1,fail_double,278,278.0,1.0743208820399541,0.8849879891512494,0.8849879891512494,0.5113178660805412
profile1d_linear__robust_ossm_ekf,10_0_1,fail_double,279,279.0,1.0936149232356431,0.8848644130172479,0.8848644130172479,0.5277762236915133
profile1d_linear__robust_ossm_ekf,10_0_1,fail_double,280,280.0,1.0862385489471347,0.8849061755295697,0.8849061755295697,0.5470827613255252
profile1d_linear__robust_ossm_ekf,10_0_1,fail_double,281,281.0,1.0488386719127707,0.8848843723684625,0.8848843723684625,0.5696281130906572
profile1d_linear__robust_ossm_ekf,10_0_1,fail_double,282,282.0,0.978761385104216,0.884931259892225,0.884931259892225,0.5958461061548606
profile1d_linear__robust_ossm_ekf,10_0_1,fail_double,283,283.0,0.8755626469620893,0.884890212685147,0.884890212685147,0.6262087304694334
profile1d_linear__robust_ossm_ekf,10_0_1,fail_double,284,284.0,0.742024076676436,0.8849776005925347,0.8849776005925347,0.661214243472476
profile1d_linear__robust_ossm_ekf,10_0_1,fail_double,285,285.0,0.5859290626776177,0.8848670141913784,0.8848670141913784,0.7013633681639564
profile1d_linear__robust_ossm_ekf,10_0_1,fail_double,286,286.0,0.4183844967335661,0.8849750649173246,0.8849750649173246,0.7471167810349437
profile1d_linear__robust_ossm_ekf,10_0_1,fail_double,287,287.0,0.25473009463698304,0.8848726270687433,0.8848726270687433,0.7988253624967302
profile1d_linear__robust_ossm_ekf,10_0_1,fail_double,288,288.0,0.11480655155296661,0.8850401495676149,0.8850401495676149,0.8566222247828438
profile1d_linear__robust_ossm_ekf,10_0_1,fail_double,289,289.0,0.022376495104537895,0.8848732395001178,0.8848732395001178,0.9202643454842332
profile1d_linear__robust_ossm_ekf,10_0_1,fail_double,290,290.0,0.0038458481713839407,0.8849146357051293,0.8849146357051293,0.988918476912581
profile1d_linear__robust_ossm_ekf,10_0_1,fail_double,291,291.0,0.08688741654493963,0.8848256444714114,0.8848256444714114,1.0
profile1d_linear__robust_ossm_ekf,10_0_1,fail_double,292,292.0,0.29955642381582515,0.8848950545429083,0.8848950545429083,1.0
profile1d_linear__robust_ossm_ekf,10_0_1,fail_double,293,293.0,0.669783640032484,0.8848833224421763,0.8848833224421763,1.0
profile1d_linear__robust_ossm_ekf,10_0_1,fail_double,294,294.0,1.2247275426671034,0.8849132331653345,0.8849132331653345,0.01899729275832137
profile1d_linear__robust_ossm_ekf,10_0_1,fail_double,295,295.0,1.9889344321524725,0.8849275758539923,0.8849275758539923,0.02119098002302141
profile1d_linear__robust_ossm_ekf,10_0_1,fail_double,296,296.0,2.9787315454983854,0.8850579146118672,0.8850579146118672,0.023929004380796422
profile1d_linear__robust_ossm_ekf,10_0_1,fail_double,297,297.0,3.0769772361288528,0.8850274060124513,0.8850274060124513,1.0
profile1d_linear__robust_ossm_ekf,10_0_1,fail_double,298,298.0,2.638996129364396,0.8852762192582413,0.8852762192582413,1.0
profile1d_linear__robust_ossm_ekf,10_0_1,fail_double,299,299.0,2.2297403258583928,0.8851403104429598,0.8851403104429598,1.0
profile1d_linear__robust_ossm_ekf,10_0_1,fail_double,300,300.0,1.8505306177064018,0.885125980929411,0.885125980929411,1.0
profile1d_linear__robust_ossm_ekf,10_0_1,fail_double,333,333.0,0.029924389389033496,0.8859073251718453,0.8859073251718453,0.15687653890300468
profile1d_linear__robust_ossm_ekf,10_0_1,fail_double,334,334.0,0.09156238831549335,0.8861750403431506,0.8861750403431506,0.15050164918389614
profile1d_linear__robust_ossm_ekf,10_0_1,fail_double,335,335.0,0.14958017574722174,0.8861614093957535,0.8861614093957535,0.1442047648103542
profile1d_linear__robust_ossm_ekf,10_0_1,fail_double,336,336.0,0.191047412022592,0.966292497099805,0.966292497099805,0.13799066885638353
profile1d_linear__robust_ossm_ekf,10_0_1,fail_double,337,337.0,0.2062669450631833,0.9662575114292641,0.9662575114292641,0.13186984310093866
profile1d_linear__robust_ossm_ekf,10_0_1,fail_double,338,338.0,0.1947049569905473,0.9662579290368437,0.9662579290368437,0.12585727406494857
profile1d_linear__robust_ossm_ekf,10_0_1,fail_double,339,339.0,0.15290141708093571,0.9662196204240124,0.9662196204240124,0.11997123329957267
profile1d_linear__robust_ossm_ekf,10_0_1,fail_double,340,340.0,0.08741660895201486,0.9662468542906488,0.9662468542906488,0.11423205846079777
profile1d_linear__robust_ossm_ekf,10_0_1,fail_double,341,341.0,0.02459133938759579,0.9061465587431251,0.9061465587431251,0.1086609678799688
profile1d_linear__robust_ossm_ekf,10_0_1,fail_double,342,342.0,5.719747054760287e-06,0.9055393325726978,0.9055393325726978,0.10327894386377562
profile1d_linear__robust_ossm_ekf,10_0_1,fail_double,343,343.0,0.02384116199914367,0.9099480890487317,0.9099480890487317,0.09810572031658543
profile1d_linear__robust_ossm_ekf,10_0_1,fail_double,344,344.0,0.05075489894079464,0.9104748753285914,0.9104748753285914,0.09315835406337272
profile1d_linear__robust_ossm_ekf,10_0_1,fail_double,345,345.0,0.07620842631594417,0.9064319103006969,0.9064319103006969,0.08844994270914282
profile1d_linear__robust_ossm_ekf,10_0_1,fail_double,346,346.0,0.10311521203742835,0.6547207197943755,0.6547207197943755,0.08398919079847078
profile1d_linear__robust_ossm_ekf,10_0_1,fail_double,378,378.0,0.8767726894367479,0.9494556445284893,0.9494556445284893,0.048371353957784996
profile1d_linear__robust_ossm_ekf,10_0_1,fail_double,379,379.0,0.7962140094882652,0.9490200432936672,0.9490200432936672,0.04997527767748605
profile1d_linear__robust_ossm_ekf,10_0_1,fail_double,380,380.0,0.7163373353462263,0.949207492685503,0.949207492685503,0.051711833560740876
profile1d_linear__robust_ossm_ekf,10_0_1,fail_double,381,381.0,0.6383145907212185,0.9496505768135151,0.9496505768135151,0.053575843976887416
profile1d_linear__robust_ossm_ekf,10_0_1,fail_double,382,382.0,0.5631029472711849,0.9503796634540133,0.9503796634540133,0.05556309880235976
profile1d_linear__robust_ossm_ekf,10_0_1,fail_double,383,383.0,0.49296957219925325,0.9513337939618399,0.9513337939618399,0.05767048228251077
profile1d_linear__robust_ossm_ekf,10_0_1,fail_double,384,384.0,0.4293208227101922,0.9522021915705683,0.9522021915705683,0.05989581973781235
profile1d_linear__robust_ossm_ekf,10_0_1,fail_double,385,385.0,0.3715865790092187,0.9526304071331302,0.9526304071331302,0.062237423726484116
profile1d_linear__robust_ossm_ekf,10_0_1,fail_double,386,386.0,0.31945922432919754,0.9528141841734219,0.9528141841734219,0.06469336511722998
profile1d_linear__robust_ossm_ekf,10_0_1,fail_double,387,387.0,0.2727611546068224,0.9526332395684536,0.9526332395684536,0.0672605431890271
profile1d_linear__robust_ossm_ekf,10_0_1,fail_double,388,388.0,0.231400364156274,0.952168451662201,0.952168451662201,0.06993367293889576
profile1d_linear__robust_ossm_ekf,10_0_1,fail_double,389,389.0,0.19517353908228197,0.9513911296169721,0.9513911296169721,0.07270433800159626
profile1d_linear__robust_ossm_ekf,10_0_1,fail_double,390,390.0,0.16377694836995638,0.9503267351611664,0.9503267351611664,0.075560266172141
profile1d_linear__robust_ossm_ekf,10_0_1,fail_double,391,391.0,0.13688831545479488,0.948872782970592,0.948872782970592,0.07848496893520548
profile1d_linear__robust_ossm_ekf,10_0_1,fail_double,392,392.0,0.11444064711487396,0.947568985564604,0.947568985564604,0.08145784822287543
profile1d_linear__robust_ossm_ekf,10_0_1,fail_double,393,393.0,0.09620659363385198,0.9465389685638681,0.9465389685638681,0.08445481680986211
profile1d_linear__robust_ossm_ekf,10_0_1,fail_double,394,394.0,0.08163210728826424,0.946537416704867,0.946537416704867,1.0
profile1d_linear__robust_ossm_ekf,10_0_1,fail_double,395,395.0,0.07031882031669102,0.9483331560102917,0.9483331560102917,1.0
profile1d_linear__robust_ossm_ekf,10_0_1,fail_double,396,396.0,0.061884373907728135,0.9518149241818092,0.9518149241818092,1.0
profile1d_linear__robust_ossm_ekf,10_0_1,fail_double,397,397.0,0.05598290300240223,0.9536021339322872,0.9536021339322872,1.0
profile1d_linear__robust_ossm_ekf,10_0_1,fail_double,398,398.0,0.05233661437910607,0.9533468115428483,0.9533468115428483,1.0
profile1d_linear__robust_ossm_ekf,10_0_1,fail_double,399,399.0,0.050734811317645956,0.9531763639373839,0.9531763639373839,1.0
profile1d_linear__robust_ossm_ekf,10_0_1,fail_double,400,400.0,0.05097824004042304,0.954084326098357,0.954084326098357,1.0
profile1d_linear__robust_ossm_ekf,10_0_1,fail_double,401,401.0,0.053045020965811894,0.9552797990696574,0.9552797990696574,1.0
profile1d_linear__robust_ossm_ekf,10_0_1,fail_double,402,402.0,0.05707175526173439,0.9566207678233998,0.9566207678233998,0.9725878424149792
profile1d_linear__robust_ossm_ekf,10_0_1,fail_double,403,403.0,0.06317907660230987,0.9577466380450458,0.9577466380450458,0.9206067419415012
profile1d_linear__robust_ossm_ekf,10_0_1,fail_double,404,404.0,0.07157844886925975,0.9586143136635531,0.9586143136635531,0.8684971534377013
profile1d_linear__robust_ossm_ekf,10_0_1,fail_double,405,405.0,0.08251002021534679,0.9592360022061951,0.9592360022061951,0.8169317664097356
profile1d_linear__robust_ossm_ekf,10_0_1,fail_double,406,406.0,0.09625921382895275,0.9597353651972992,0.9597353651972992,0.7665083652683604
profile1d_linear__robust_ossm_ekf,10_0_1,fail_double,407,407.0,0.11313825795390169,0.959904493282315,0.959904493282315,0.7177313943631258
profile1d_linear__robust_ossm_ekf,10_0_1,fail_double,408,408.0,0.133307079716728,0.9598726234112913,0.9598726234112913,0.67100393475057
profile1d_linear__robust_ossm_ekf,10_0_1,fail_double,409,409.0,0.15713198048114632,0.9594096776816067,0.9594096776816067,0.6266289993873321
profile1d_linear__robust_ossm_ekf,10_0_1,fail_double,410,410.0,0.18525968854221905,0.9587916393303715,0.9587916393303715,0.5848176829908985
profile1d_linear__robust_ossm_ekf,10_0_1,fail_double,411,411.0,0.21807987247082153,0.9574920107801318,0.9574920107801318,0.5457011502638837
profile1d_linear__robust_ossm_ekf,10_0_1,fail_double,412,412.0,0.2558865729922515,0.9552536040866771,0.9552536040866771,0.5093445756610595
profile1d_linear__robust_ossm_ekf,10_0_1,fail_double,413,413.0,0.29881046523518556,0.9513207997403326,0.9513207997403326,0.47576224360581104
profile1d_linear__robust_ossm_ekf,10_0_1,fail_double,414,414.0,0.3469060602965512,0.9437488931698013,0.9437488931698013,0.4449328802575762
profile1d_linear__robust_ossm_ekf,10_0_1,fail_double,415,415.0,0.40069143739617125,0.9279412317613457,0.9279412317613457,0.41681399380998935
profile1d_linear__robust_ossm_ekf,10_0_1,fail_double,416,416.0,0.4610122751908372,0.8962033183967947,0.8962033183967947,0.3913544705765982
profile1d_linear__robust_ossm_ekf,10_0_1,fail_double,417,417.0,0.5290493429033983,0.8862843073216619,0.8862843073216619,0.36707437668470655
profile1d_linear__robust_ossm_ekf,10_0_1,fail_double,418,418.0,0.6025960551682994,0.8862410659145618,0.8862410659145618,0.34334835229492017
profile1d_linear__robust_ossm_ekf,10_0_1,fail_double,419,419.0,0.6792115211332527,0.8859073385185875,0.8859073385185875,0.3203616826620597
profile1d_linear__robust_ossm_ekf,10_0_1,fail_double,420,420.0,0.7573170822602634,0.8860666505561031,0.8860666505561031,0.2983039361838567
profile1d_linear__robust_ossm_ekf,10_0_1,fail_double,421,421.0,0.8347573852907705,0.8852815461405484,0.8852815461405484,0.2773694242880872
profile1d_linear__robust_ossm_ekf,10_0_1,fail_double,422,422.0,0.9107833083535408,0.8853434209211427,0.8853434209211427,0.25775750498901084
profile1d_linear__robust_ossm_ekf,10_0_1,fail_double,423,423.0,0.9843044036776134,0.8856789771374625,0.8856789771374625,0.23967228086735098
profile1d_linear__robust_ossm_ekf,10_0_1,fail_double,424,424.0,1.053324332113481,0.8863883145885473,0.8863883145885473,0.2233213288854972
profile1d_linear__robust_ossm_ekf,10_0_1,fail_double,425,425.0,1.1163489103284874,0.8864441307738696,0.8864441307738696,0.20891297167497538
profile1d_linear__robust_ossm_ekf,10_0_1,fail_double,426,426.0,1.1713847278538674,0.8869926976261451,0.8869926976261451,0.19665176038296417
profile1d_linear__robust_ossm_ekf,10_0_1,fail_double,427,427.0,1.2156171959509907,0.8869475749619126,0.8869475749619126,0.186732117111193
profile1d_linear__robust_ossm_ekf,10_0_1,fail_double,428,428.0,1.2477948367052112,0.8870653537447066,0.8870653537447066,0.17932998273340012
profile1d_linear__robust_ossm_ekf,10_0_1,fail_double,429,429.0,1.268730438621509,0.8870335616485794,0.8870335616485794,0.17459237474784337
profile1d_linear__robust_ossm_ekf,10_0_1,fail_double,430,430.0,1.2786215951183058,0.8869886032345373,0.8869886032345373,0.172625167024533
profile1d_linear__robust_ossm_ekf,10_0_1,fail_double,431,431.0,1.2775944797426297,0.8868775729639404,0.8868775729639404,0.17347982560062047
profile1d_linear__robust_ossm_ekf,10_0_1,fail_double,432,432.0,1.2665295690058544,0.8870303043810003,0.8870303043810003,0.17714022347317868
profile1d_linear__robust_ossm_ekf,10_0_1,fail_double,433,433.0,1.2464498548131435,0.886838375825046,0.886838375825046,0.18351101763035252
profile1d_linear__robust_ossm_ekf,10_0_1,fail_double,434,434.0,1.2192580080481843,0.8869851992317679,0.8869851992317679,0.19240931051507
profile1d_linear__robust_ossm_ekf,10_0_1,fail_double,435,435.0,1.1853547129711193,0.8868284278044924,0.8868284278044924,0.2035613317562263
profile1d_linear__robust_ossm_ekf,10_0_1,fail_double,436,436.0,1.1460164494037268,0.8868316327230089,0.8868316327230089,0.21660557905379643
profile1d_linear__robust_ossm_ekf,10_0_1,fail_double,437,437.0,1.1024544280452835,0.8924576802643941,0.8924576802643941,0.2311032203141899
profile1d_linear__robust_ossm_ekf,10_0_1,fail_double,438,438.0,1.0548562885121995,0.9240609344433668,0.9240609344433668,0.24655564036046218
profile1d_linear__robust_ossm_ekf,10_0_1,fail_double,439,439.0,0.9997550697508285,0.9399089616288007,0.9399089616288007,0.26242796733610524
profile1d_linear__robust_ossm_ekf,10_0_1,fail_double,440,440.0,0.9409360973522486,0.947921115076643,0.947921115076643,0.2781764556054456
profile1d_linear__robust_ossm_ekf,10_0_1,fail_double,441,441.0,0.8815728886635115,0.9521507071550592,0.9521507071550592,0.2932992392239228
profile1d_linear__robust_ossm_ekf,10_0_1,fail_double,442,442.0,0.8233495046915543,0.9545379599528057,0.9545379599528057,0.30812680061642017
profile1d_linear__robust_ossm_ekf,10_0_1,fail_double,443,443.0,0.7661021309731981,0.9559068762843953,0.9559068762843953,0.3228264748520372
profile1d_linear__robust_ossm_ekf,10_0_1,fail_double,444,444.0,0.7105887740794284,0.9568909948050507,0.9568909948050507,0.3375741424776693
