method,trial_key,path,filename,suffix,mtime,reason
dof__robust_ossm_ekf,17_2,/home/gongjae/Projects/resPyre/results/cohface_robust_ossm/aux/dof__robust_ossm_ekf/frame_logs/17_2.npz,17_2.npz,0,1772694598.063038,pre_epoch_stale
dof__robust_ossm_ekf,17_3,/home/gongjae/Projects/resPyre/results/cohface_robust_ossm/aux/dof__robust_ossm_ekf/frame_logs/17_3.npz,17_3.npz,0,1772694609.0240772,pre_epoch_stale
dof__robust_ossm_ekf,18_0,/home/gongjae/Projects/resPyre/results/cohface_robust_ossm/aux/dof__robust_ossm_ekf/frame_logs/18_0.npz,18_0.npz,0,1772694620.221117,pre_epoch_stale
dof__robust_ossm_ekf,18_1,/home/gongjae/Projects/resPyre/results/cohface_robust_ossm/aux/dof__robust_ossm_ekf/frame_logs/18_1.npz,18_1.npz,0,1772694631.445157,pre_epoch_stale
dof__robust_ossm_ekf,18_2,/home/gongjae/Projects/resPyre/results/cohface_robust_ossm/aux/dof__robust_ossm_ekf/frame_logs/18_2.npz,18_2.npz,0,1772694642.5271964,pre_epoch_stale
dof__robust_ossm_ekf,18_3,/home/gongjae/Projects/resPyre/results/cohface_robust_ossm/aux/dof__robust_ossm_ekf/frame_logs/18_3.npz,18_3.npz,0,1772694653.644236,pre_epoch_stale
dof__robust_ossm_ekf,19_0,/home/gongjae/Projects/resPyre/results/cohface_robust_ossm/aux/dof__robust_ossm_ekf/frame_logs/19_0.npz,19_0.npz,0,1772694664.8012755,pre_epoch_stale
dof__robust_ossm_ekf,19_1,/home/gongjae/Projects/resPyre/results/cohface_robust_ossm/aux/dof__robust_ossm_ekf/frame_logs/19_1.npz,19_1.npz,0,1772694675.7883146,pre_epoch_stale
dof__robust_ossm_ekf,19_2,/home/gongjae/Projects/resPyre/results/cohface_robust_ossm/aux/dof__robust_ossm_ekf/frame_logs/19_2.npz,19_2.npz,0,1772694686.7433534,pre_epoch_stale
dof__robust_ossm_ekf,19_3,/home/gongjae/Projects/resPyre/results/cohface_robust_ossm/aux/dof__robust_ossm_ekf/frame_logs/19_3.npz,19_3.npz,0,1772694697.6883922,pre_epoch_stale
dof__robust_ossm_ekf,1_0,/home/gongjae/Projects/resPyre/results/cohface_robust_ossm/aux/dof__robust_ossm_ekf/frame_logs/1_0.npz,1_0.npz,0,1772693862.2352405,pre_epoch_stale
dof__robust_ossm_ekf,1_1,/home/gongjae/Projects/resPyre/results/cohface_robust_ossm/aux/dof__robust_ossm_ekf/frame_logs/1_1.npz,1_1.npz,0,1772693873.2532864,pre_epoch_stale
dof__robust_ossm_ekf,1_2,/home/gongjae/Projects/resPyre/results/cohface_robust_ossm/aux/dof__robust_ossm_ekf/frame_logs/1_2.npz,1_2.npz,0,1772693884.2793322,pre_epoch_stale
dof__robust_ossm_ekf,1_3,/home/gongjae/Projects/resPyre/results/cohface_robust_ossm/aux/dof__robust_ossm_ekf/frame_logs/1_3.npz,1_3.npz,0,1772693895.3113778,pre_epoch_stale
dof__robust_ossm_ekf,20_0,/home/gongjae/Projects/resPyre/results/cohface_robust_ossm/aux/dof__robust_ossm_ekf/frame_logs/20_0.npz,20_0.npz,0,1772694708.7734313,pre_epoch_stale
dof__robust_ossm_ekf,20_1,/home/gongjae/Projects/resPyre/results/cohface_robust_ossm/aux/dof__robust_ossm_ekf/frame_logs/20_1.npz,20_1.npz,0,1772694719.7064698,pre_epoch_stale
dof__robust_ossm_ekf,20_2,/home/gongjae/Projects/resPyre/results/cohface_robust_ossm/aux/dof__robust_ossm_ekf/frame_logs/20_2.npz,20_2.npz,0,1772694730.5425081,pre_epoch_stale
dof__robust_ossm_ekf,20_3,/home/gongjae/Projects/resPyre/results/cohface_robust_ossm/aux/dof__robust_ossm_ekf/frame_logs/20_3.npz,20_3.npz,0,1772694741.600547,pre_epoch_stale
dof__robust_ossm_ekf,21_0,/home/gongjae/Projects/resPyre/results/cohface_robust_ossm/aux/dof__robust_ossm_ekf/frame_logs/21_0.npz,21_0.npz,0,1772694752.4055853,pre_epoch_stale
dof__robust_ossm_ekf,21_1,/home/gongjae/Projects/resPyre/results/cohface_robust_ossm/aux/dof__robust_ossm_ekf/frame_logs/21_1.npz,21_1.npz,0,1772694763.3806188,pre_epoch_stale
dof__robust_ossm_ekf,21_2,/home/gongjae/Projects/resPyre/results/cohface_robust_ossm/aux/dof__robust_ossm_ekf/frame_logs/21_2.npz,21_2.npz,0,1772694774.3236454,pre_epoch_stale
dof__robust_ossm_ekf,21_3,/home/gongjae/Projects/resPyre/results/cohface_robust_ossm/aux/dof__robust_ossm_ekf/frame_logs/21_3.npz,21_3.npz,0,1772694785.213672,pre_epoch_stale
dof__robust_ossm_ekf,22_0,/home/gongjae/Projects/resPyre/results/cohface_robust_ossm/aux/dof__robust_ossm_ekf/frame_logs/22_0.npz,22_0.npz,0,1772694796.260699,pre_epoch_stale
dof__robust_ossm_ekf,22_1,/home/gongjae/Projects/resPyre/results/cohface_robust_ossm/aux/dof__robust_ossm_ekf/frame_logs/22_1.npz,22_1.npz,0,1772694807.0647256,pre_epoch_stale
dof__robust_ossm_ekf,22_2,/home/gongjae/Projects/resPyre/results/cohface_robust_ossm/aux/dof__robust_ossm_ekf/frame_logs/22_2.npz,22_2.npz,0,1772694818.088753,pre_epoch_stale
dof__robust_ossm_ekf,22_3,/home/gongjae/Projects/resPyre/results/cohface_robust_ossm/aux/dof__robust_ossm_ekf/frame_logs/22_3.npz,22_3.npz,0,1772694829.0917807,pre_epoch_stale
dof__robust_ossm_ekf,23_0,/home/gongjae/Projects/resPyre/results/cohface_robust_ossm/aux/dof__robust_ossm_ekf/frame_logs/23_0.npz,23_0.npz,0,1772694839.896808,pre_epoch_stale
dof__robust_ossm_ekf,23_1,/home/gongjae/Projects/resPyre/results/cohface_robust_ossm/aux/dof__robust_ossm_ekf/frame_logs/23_1.npz,23_1.npz,0,1772694850.8368356,pre_epoch_stale
dof__robust_ossm_ekf,23_2,/home/gongjae/Projects/resPyre/results/cohface_robust_ossm/aux/dof__robust_ossm_ekf/frame_logs/23_2.npz,23_2.npz,0,1772694861.6698632,pre_epoch_stale
dof__robust_ossm_ekf,23_3,/home/gongjae/Projects/resPyre/results/cohface_robust_ossm/aux/dof__robust_ossm_ekf/frame_logs/23_3.npz,23_3.npz,0,1772694872.6998916,pre_epoch_stale
dof__robust_ossm_ekf,24_0,/home/gongjae/Projects/resPyre/results/cohface_robust_ossm/aux/dof__robust_ossm_ekf/frame_logs/24_0.npz,24_0.npz,0,1772694883.5709195,pre_epoch_stale
dof__robust_ossm_ekf,24_1,/home/gongjae/Projects/resPyre/results/cohface_robust_ossm/aux/dof__robust_ossm_ekf/frame_logs/24_1.npz,24_1.npz,0,1772694894.536948,pre_epoch_stale
dof__robust_ossm_ekf,24_2,/home/gongjae/Projects/resPyre/results/cohface_robust_ossm/aux/dof__robust_ossm_ekf/frame_logs/24_2.npz,24_2.npz,0,1772694905.5469768,pre_epoch_stale
dof__robust_ossm_ekf,24_3,/home/gongjae/Projects/resPyre/results/cohface_robust_ossm/aux/dof__robust_ossm_ekf/frame_logs/24_3.npz,24_3.npz,0,1772694916.5530057,pre_epoch_stale
dof__robust_ossm_ekf,25_0,/home/gongjae/Projects/resPyre/results/cohface_robust_ossm/aux/dof__robust_ossm_ekf/frame_logs/25_0.npz,25_0.npz,0,1772694927.677035,pre_epoch_stale
dof__robust_ossm_ekf,25_1,/home/gongjae/Projects/resPyre/results/cohface_robust_ossm/aux/dof__robust_ossm_ekf/frame_logs/25_1.npz,25_1.npz,0,1772694938.958065,pre_epoch_stale
dof__robust_ossm_ekf,25_2,/home/gongjae/Projects/resPyre/results/cohface_robust_ossm/aux/dof__robust_ossm_ekf/frame_logs/25_2.npz,25_2.npz,0,1772694950.167095,pre_epoch_stale
dof__robust_ossm_ekf,25_3,/home/gongjae/Projects/resPyre/results/cohface_robust_ossm/aux/dof__robust_ossm_ekf/frame_logs/25_3.npz,25_3.npz,0,1772694961.3431249,pre_epoch_stale
dof__robust_ossm_ekf,26_0,/home/gongjae/Projects/resPyre/results/cohface_robust_ossm/aux/dof__robust_ossm_ekf/frame_logs/26_0.npz,26_0.npz,0,1772694972.5311549,pre_epoch_stale
dof__robust_ossm_ekf,26_1,/home/gongjae/Projects/resPyre/results/cohface_robust_ossm/aux/dof__robust_ossm_ekf/frame_logs/26_1.npz,26_1.npz,0,1772694983.7811854,pre_epoch_stale
dof__robust_ossm_ekf,26_2,/home/gongjae/Projects/resPyre/results/cohface_robust_ossm/aux/dof__robust_ossm_ekf/frame_logs/26_2.npz,26_2.npz,0,1772694995.073216,pre_epoch_stale
dof__robust_ossm_ekf,26_3,/home/gongjae/Projects/resPyre/results/cohface_robust_ossm/aux/dof__robust_ossm_ekf/frame_logs/26_3.npz,26_3.npz,0,1772695006.1632464,pre_epoch_stale
dof__robust_ossm_ekf,27_0,/home/gongjae/Projects/resPyre/results/cohface_robust_ossm/aux/dof__robust_ossm_ekf/frame_logs/27_0.npz,27_0.npz,0,1772695017.2442768,pre_epoch_stale
dof__robust_ossm_ekf,27_1,/home/gongjae/Projects/resPyre/results/cohface_robust_ossm/aux/dof__robust_ossm_ekf/frame_logs/27_1.npz,27_1.npz,0,1772695028.4253075,pre_epoch_stale
dof__robust_ossm_ekf,27_2,/home/gongjae/Projects/resPyre/results/cohface_robust_ossm/aux/dof__robust_ossm_ekf/frame_logs/27_2.npz,27_2.npz,0,1772695039.7223387,pre_epoch_stale
dof__robust_ossm_ekf,27_3,/home/gongjae/Projects/resPyre/results/cohface_robust_ossm/aux/dof__robust_ossm_ekf/frame_logs/27_3.npz,27_3.npz,0,1772695051.1423702,pre_epoch_stale
dof__robust_ossm_ekf,28_0,/home/gongjae/Projects/resPyre/results/cohface_robust_ossm/aux/dof__robust_ossm_ekf/frame_logs/28_0.npz,28_0.npz,0,1772695062.467402,pre_epoch_stale
dof__robust_ossm_ekf,28_1,/home/gongjae/Projects/resPyre/results/cohface_robust_ossm/aux/dof__robust_ossm_ekf/frame_logs/28_1.npz,28_1.npz,0,1772695073.7384334,pre_epoch_stale
dof__robust_ossm_ekf,28_2,/home/gongjae/Projects/resPyre/results/cohface_robust_ossm/aux/dof__robust_ossm_ekf/frame_logs/28_2.npz,28_2.npz,0,1772695084.996465,pre_epoch_stale
dof__robust_ossm_ekf,28_3,/home/gongjae/Projects/resPyre/results/cohface_robust_ossm/aux/dof__robust_ossm_ekf/frame_logs/28_3.npz,28_3.npz,0,1772695096.377497,pre_epoch_stale
dof__robust_ossm_ekf,29_0,/home/gongjae/Projects/resPyre/results/cohface_robust_ossm/aux/dof__robust_ossm_ekf/frame_logs/29_0.npz,29_0.npz,0,1772695111.960541,pre_epoch_stale
dof__robust_ossm_ekf,29_1,/home/gongjae/Projects/resPyre/results/cohface_robust_ossm/aux/dof__robust_ossm_ekf/frame_logs/29_1.npz,29_1.npz,0,1772695127.412585,pre_epoch_stale
dof__robust_ossm_ekf,29_2,/home/gongjae/Projects/resPyre/results/cohface_robust_ossm/aux/dof__robust_ossm_ekf/frame_logs/29_2.npz,29_2.npz,0,1772695138.7066174,pre_epoch_stale
dof__robust_ossm_ekf,29_3,/home/gongjae/Projects/resPyre/results/cohface_robust_ossm/aux/dof__robust_ossm_ekf/frame_logs/29_3.npz,29_3.npz,0,1772695150.4876509,pre_epoch_stale
dof__robust_ossm_ekf,2_0,/home/gongjae/Projects/resPyre/results/cohface_robust_ossm/aux/dof__robust_ossm_ekf/frame_logs/2_0.npz,2_0.npz,0,1772693906.4074233,pre_epoch_stale
dof__robust_ossm_ekf,2_1,/home/gongjae/Projects/resPyre/results/cohface_robust_ossm/aux/dof__robust_ossm_ekf/frame_logs/2_1.npz,2_1.npz,0,1772693917.5054688,pre_epoch_stale
dof__robust_ossm_ekf,2_2,/home/gongjae/Projects/resPyre/results/cohface_robust_ossm/aux/dof__robust_ossm_ekf/frame_logs/2_2.npz,2_2.npz,0,1772693928.6085143,pre_epoch_stale
dof__robust_ossm_ekf,2_3,/home/gongjae/Projects/resPyre/results/cohface_robust_ossm/aux/dof__robust_ossm_ekf/frame_logs/2_3.npz,2_3.npz,0,1772693939.598559,pre_epoch_stale
dof__robust_ossm_ekf,30_0,/home/gongjae/Projects/resPyre/results/cohface_robust_ossm/aux/dof__robust_ossm_ekf/frame_logs/30_0.npz,30_0.npz,0,1772695162.0896842,pre_epoch_stale
dof__robust_ossm_ekf,30_1,/home/gongjae/Projects/resPyre/results/cohface_robust_ossm/aux/dof__robust_ossm_ekf/frame_logs/30_1.npz,30_1.npz,0,1772695173.2397165,pre_epoch_stale
dof__robust_ossm_ekf,30_2,/home/gongjae/Projects/resPyre/results/cohface_robust_ossm/aux/dof__robust_ossm_ekf/frame_logs/30_2.npz,30_2.npz,0,1772695184.4047487,pre_epoch_stale
dof__robust_ossm_ekf,30_3,/home/gongjae/Projects/resPyre/results/cohface_robust_ossm/aux/dof__robust_ossm_ekf/frame_logs/30_3.npz,30_3.npz,0,1772695195.540781,pre_epoch_stale
dof__robust_ossm_ekf,31_0,/home/gongjae/Projects/resPyre/results/cohface_robust_ossm/aux/dof__robust_ossm_ekf/frame_logs/31_0.npz,31_0.npz,0,1772695206.6948133,pre_epoch_stale
dof__robust_ossm_ekf,31_1,/home/gongjae/Projects/resPyre/results/cohface_robust_ossm/aux/dof__robust_ossm_ekf/frame_logs/31_1.npz,31_1.npz,0,1772695217.9438462,pre_epoch_stale
dof__robust_ossm_ekf,31_2,/home/gongjae/Projects/resPyre/results/cohface_robust_ossm/aux/dof__robust_ossm_ekf/frame_logs/31_2.npz,31_2.npz,0,1772695229.213879,pre_epoch_stale
dof__robust_ossm_ekf,31_3,/home/gongjae/Projects/resPyre/results/cohface_robust_ossm/aux/dof__robust_ossm_ekf/frame_logs/31_3.npz,31_3.npz,0,1772695240.6469126,pre_epoch_stale
dof__robust_ossm_ekf,32_0,/home/gongjae/Projects/resPyre/results/cohface_robust_ossm/aux/dof__robust_ossm_ekf/frame_logs/32_0.npz,32_0.npz,0,1772695251.7939453,pre_epoch_stale
dof__robust_ossm_ekf,32_1,/home/gongjae/Projects/resPyre/results/cohface_robust_ossm/aux/dof__robust_ossm_ekf/frame_logs/32_1.npz,32_1.npz,0,1772695262.8289778,pre_epoch_stale
dof__robust_ossm_ekf,32_2,/home/gongjae/Projects/resPyre/results/cohface_robust_ossm/aux/dof__robust_ossm_ekf/frame_logs/32_2.npz,32_2.npz,0,1772695273.8130102,pre_epoch_stale
dof__robust_ossm_ekf,32_3,/home/gongjae/Projects/resPyre/results/cohface_robust_ossm/aux/dof__robust_ossm_ekf/frame_logs/32_3.npz,32_3.npz,0,1772695285.0910435,pre_epoch_stale
dof__robust_ossm_ekf,33_0,/home/gongjae/Projects/resPyre/results/cohface_robust_ossm/aux/dof__robust_ossm_ekf/frame_logs/33_0.npz,33_0.npz,0,1772695296.1550763,pre_epoch_stale
dof__robust_ossm_ekf,33_1,/home/gongjae/Projects/resPyre/results/cohface_robust_ossm/aux/dof__robust_ossm_ekf/frame_logs/33_1.npz,33_1.npz,0,1772695307.2711093,pre_epoch_stale
dof__robust_ossm_ekf,33_2,/home/gongjae/Projects/resPyre/results/cohface_robust_ossm/aux/dof__robust_ossm_ekf/frame_logs/33_2.npz,33_2.npz,0,1772695318.540143,pre_epoch_stale
dof__robust_ossm_ekf,33_3,/home/gongjae/Projects/resPyre/results/cohface_robust_ossm/aux/dof__robust_ossm_ekf/frame_logs/33_3.npz,33_3.npz,0,1772695329.6611762,pre_epoch_stale
dof__robust_ossm_ekf,34_0,/home/gongjae/Projects/resPyre/results/cohface_robust_ossm/aux/dof__robust_ossm_ekf/frame_logs/34_0.npz,34_0.npz,0,1772695340.7032092,pre_epoch_stale
dof__robust_ossm_ekf,34_1,/home/gongjae/Projects/resPyre/results/cohface_robust_ossm/aux/dof__robust_ossm_ekf/frame_logs/34_1.npz,34_1.npz,0,1772695351.8542426,pre_epoch_stale
dof__robust_ossm_ekf,34_2,/home/gongjae/Projects/resPyre/results/cohface_robust_ossm/aux/dof__robust_ossm_ekf/frame_logs/34_2.npz,34_2.npz,0,1772695363.1282763,pre_epoch_stale
dof__robust_ossm_ekf,34_3,/home/gongjae/Projects/resPyre/results/cohface_robust_ossm/aux/dof__robust_ossm_ekf/frame_logs/34_3.npz,34_3.npz,0,1772695374.0463092,pre_epoch_stale
dof__robust_ossm_ekf,35_0,/home/gongjae/Projects/resPyre/results/cohface_robust_ossm/aux/dof__robust_ossm_ekf/frame_logs/35_0.npz,35_0.npz,0,1772695385.2213428,pre_epoch_stale
dof__robust_ossm_ekf,35_1,/home/gongjae/Projects/resPyre/results/cohface_robust_ossm/aux/dof__robust_ossm_ekf/frame_logs/35_1.npz,35_1.npz,0,1772695396.179376,pre_epoch_stale
dof__robust_ossm_ekf,35_2,/home/gongjae/Projects/resPyre/results/cohface_robust_ossm/aux/dof__robust_ossm_ekf/frame_logs/35_2.npz,35_2.npz,0,1772695407.3094096,pre_epoch_stale
dof__robust_ossm_ekf,35_3,/home/gongjae/Projects/resPyre/results/cohface_robust_ossm/aux/dof__robust_ossm_ekf/frame_logs/35_3.npz,35_3.npz,0,1772695418.5114436,pre_epoch_stale
dof__robust_ossm_ekf,36_0,/home/gongjae/Projects/resPyre/results/cohface_robust_ossm/aux/dof__robust_ossm_ekf/frame_logs/36_0.npz,36_0.npz,0,1772695429.813478,pre_epoch_stale
dof__robust_ossm_ekf,36_1,/home/gongjae/Projects/resPyre/results/cohface_robust_ossm/aux/dof__robust_ossm_ekf/frame_logs/36_1.npz,36_1.npz,0,1772695440.9125116,pre_epoch_stale
dof__robust_ossm_ekf,36_2,/home/gongjae/Projects/resPyre/results/cohface_robust_ossm/aux/dof__robust_ossm_ekf/frame_logs/36_2.npz,36_2.npz,0,1772695452.0235455,pre_epoch_stale
dof__robust_ossm_ekf,36_3,/home/gongjae/Projects/resPyre/results/cohface_robust_ossm/aux/dof__robust_ossm_ekf/frame_logs/36_3.npz,36_3.npz,0,1772695463.2705798,pre_epoch_stale
dof__robust_ossm_ekf,37_0,/home/gongjae/Projects/resPyre/results/cohface_robust_ossm/aux/dof__robust_ossm_ekf/frame_logs/37_0.npz,37_0.npz,0,1772695474.2846134,pre_epoch_stale
dof__robust_ossm_ekf,37_1,/home/gongjae/Projects/resPyre/results/cohface_robust_ossm/aux/dof__robust_ossm_ekf/frame_logs/37_1.npz,37_1.npz,0,1772695485.2916472,pre_epoch_stale
dof__robust_ossm_ekf,37_2,/home/gongjae/Projects/resPyre/results/cohface_robust_ossm/aux/dof__robust_ossm_ekf/frame_logs/37_2.npz,37_2.npz,0,1772695496.296681,pre_epoch_stale
dof__robust_ossm_ekf,37_3,/home/gongjae/Projects/resPyre/results/cohface_robust_ossm/aux/dof__robust_ossm_ekf/frame_logs/37_3.npz,37_3.npz,0,1772695507.370715,pre_epoch_stale
dof__robust_ossm_ekf,38_0,/home/gongjae/Projects/resPyre/results/cohface_robust_ossm/aux/dof__robust_ossm_ekf/frame_logs/38_0.npz,38_0.npz,0,1772695517.7397468,pre_epoch_stale
dof__robust_ossm_ekf,38_1,/home/gongjae/Projects/resPyre/results/cohface_robust_ossm/aux/dof__robust_ossm_ekf/frame_logs/38_1.npz,38_1.npz,0,1772695528.1887789,pre_epoch_stale
dof__robust_ossm_ekf,38_2,/home/gongjae/Projects/resPyre/results/cohface_robust_ossm/aux/dof__robust_ossm_ekf/frame_logs/38_2.npz,38_2.npz,0,1772695538.3538103,pre_epoch_stale
dof__robust_ossm_ekf,38_3,/home/gongjae/Projects/resPyre/results/cohface_robust_ossm/aux/dof__robust_ossm_ekf/frame_logs/38_3.npz,38_3.npz,0,1772695548.6028419,pre_epoch_stale
dof__robust_ossm_ekf,39_0,/home/gongjae/Projects/resPyre/results/cohface_robust_ossm/aux/dof__robust_ossm_ekf/frame_logs/39_0.npz,39_0.npz,0,1772695559.0818741,pre_epoch_stale
dof__robust_ossm_ekf,39_1,/home/gongjae/Projects/resPyre/results/cohface_robust_ossm/aux/dof__robust_ossm_ekf/frame_logs/39_1.npz,39_1.npz,0,1772695569.5609066,pre_epoch_stale
dof__robust_ossm_ekf,39_2,/home/gongjae/Projects/resPyre/results/cohface_robust_ossm/aux/dof__robust_ossm_ekf/frame_logs/39_2.npz,39_2.npz,0,1772695580.053939,pre_epoch_stale
dof__robust_ossm_ekf,39_3,/home/gongjae/Projects/resPyre/results/cohface_robust_ossm/aux/dof__robust_ossm_ekf/frame_logs/39_3.npz,39_3.npz,0,1772695590.643972,pre_epoch_stale
dof__robust_ossm_ekf,3_0,/home/gongjae/Projects/resPyre/results/cohface_robust_ossm/aux/dof__robust_ossm_ekf/frame_logs/3_0.npz,3_0.npz,0,1772693950.5476034,pre_epoch_stale
dof__robust_ossm_ekf,3_1,/home/gongjae/Projects/resPyre/results/cohface_robust_ossm/aux/dof__robust_ossm_ekf/frame_logs/3_1.npz,3_1.npz,0,1772693961.4786475,pre_epoch_stale
dof__robust_ossm_ekf,3_2,/home/gongjae/Projects/resPyre/results/cohface_robust_ossm/aux/dof__robust_ossm_ekf/frame_logs/3_2.npz,3_2.npz,0,1772693972.4136915,pre_epoch_stale
